Asset,w,Alpha,t-value,iKelly-weight,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,hard-sell,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
ON SEMICONDUCTOR CORP,0.011777757705709458,0.00119375,0.0246775098018055,0.5101398869262471,0.2767857142857143,0.1966071428571428,0.1025714285714285,0.1226428571428571,0.25,0.4732142857142857,0.9746428571428571,0.75,0.7857142857142856,0.7410714285714286,0.5178571428571429,0.5357142857142857,0.3392857142857143,0.7946428571428572,0.5446428571428572,0.4910714285714286,0.6964285714285714,0.9821428571428572,0.7589285714285714,0.4910714285714286,0.0,0.8,0.52,0.35,0.4020618556701031,0.05
PURE STORAGE INC,0.01172733577879784,0.0003229166666666,0.0089892427962861,0.2502394406727711,0.125,0.2433928571428571,0.1293571428571428,0.1691071428571428,0.2678571428571428,0.5,0.9828571428571429,0.7410714285714286,0.7946428571428572,0.7767857142857144,0.6607142857142857,0.75,0.25,1.0,0.5446428571428572,0.7589285714285714,0.7321428571428572,0.9642857142857144,0.7410714285714286,0.7232142857142857,0.0,0.78,0.16,0.54,0.6701030927835051,0.25
"Confluent, Inc.",0.011647404419759358,0.03940625,0.9185284412649624,21.410169640923492,0.2142857142857143,0.2628571428571428,0.11625,0.1784285714285714,0.0,0.4910714285714286,0.9375,0.75,0.7857142857142856,0.7321428571428572,0.5357142857142857,0.5267857142857143,0.6785714285714286,1.0,0.6339285714285714,0.6785714285714286,0.5267857142857143,0.7410714285714286,0.2589285714285714,0.7321428571428572,0.0,0.51,0.27,0.49,0.31958762886597936,0.31
Magnite Inc.,0.011602068691197096,-0.0053541666666666,-0.1508429525362432,-4.249698925419701,0.2857142857142857,0.2544642857142857,0.1021428571428571,0.1889642857142857,0.0178571428571428,0.3035714285714286,0.84375,0.5,0.5,0.875,0.5892857142857143,0.5446428571428572,0.4285714285714286,0.9910714285714286,0.2410714285714286,0.75,0.3035714285714286,0.5535714285714286,0.2946428571428572,0.5446428571428572,0.0,0.47,0.48,0.21,0.29896907216494845,0.18
UIPATH INC - CLASS A,0.01153185087815949,0.0048145833333333,0.115189359107257,2.7559162512935957,0.2767857142857143,0.2091071428571428,0.1158571428571428,0.1540357142857142,0.2410714285714286,0.5,0.9798214285714286,0.7321428571428572,0.7678571428571428,0.7767857142857144,0.4821428571428571,0.4910714285714286,0.2321428571428571,0.3125,0.5535714285714286,0.0535714285714286,0.25,0.75,0.4553571428571428,0.75,0.0,0.12,0.5,0.34,0.5463917525773195,0.12
Global X Robotics & Artificial Intelligence ETF,0.011288829360091146,0.0084375,0.364241170440974,15.72404506598052,0.2767857142857143,0.20125,0.1075714285714285,0.1629285714285714,0.0,0.4910714285714286,0.9977857142857143,0.4910714285714286,0.7321428571428572,0.6785714285714286,0.4285714285714286,0.7053571428571428,0.25,1.0,0.5089285714285714,0.3125,0.3035714285714286,0.75,0.7142857142857143,0.8035714285714286,0.0,0.39,0.47,0.3,0.05154639175257732,0.11
CRISPR Therapeutics AG,0.011270429384718483,0.0258958333333333,0.5253223077154355,10.65667682639308,0.3125,0.15375,0.1397142857142857,0.2616785714285714,0.0089285714285713,0.4375,0.9299999999999999,0.75,0.6964285714285714,0.7410714285714286,0.6964285714285714,0.75,0.7142857142857143,0.7767857142857144,0.2946428571428572,0.25,0.7232142857142857,0.75,0.5089285714285714,0.2410714285714286,0.0,0.67,0.61,0.15,0.24742268041237114,0.52
Agilysys Inc.,0.011125375545265222,-0.0030395833333333,-0.0663402593819699,-1.4479056937191133,0.0446428571428571,0.3280357142857143,0.1117857142857143,0.1757857142857143,0.2053571428571428,0.5,0.9746428571428571,0.7321428571428572,0.6964285714285714,0.75,0.5,0.7410714285714286,0.7767857142857144,0.9553571428571428,0.2946428571428572,0.3392857142857143,0.5,0.7410714285714286,0.7142857142857143,0.7410714285714286,0.0,0.75,0.12,0.27,0.5154639175257731,0.34
ROBLOX CORP -CLASS A,0.009543159598415186,0.01108125,0.2096324606250504,3.965777195507125,0.1428571428571428,0.2410714285714285,0.1117857142857143,0.1791071428571428,0.0,0.4464285714285714,0.85875,0.75,0.75,0.7321428571428572,0.5357142857142857,0.7410714285714286,0.0357142857142857,0.75,0.2589285714285714,0.0357142857142857,0.2321428571428571,0.8035714285714286,0.2767857142857143,0.7589285714285714,0.0,0.04,0.14,0.36,0.21649484536082475,0.19
PDD Holdings,0.0,0.0342395833333333,0.7799508714468536,17.76666952831999,0.875,0.3791071428571428,0.1249285714285714,0.12175,0.6339285714285714,0.5,0.9843571428571429,0.7678571428571428,0.6875,0.3392857142857143,0.25,0.5357142857142857,0.2321428571428571,0.5178571428571428,0.7321428571428572,0.2232142857142857,0.0,0.7946428571428572,0.6875,0.9464285714285714,1.0,0.11,1.0,0.32,0.8247422680412371,0.33
Alibaba Group Holding Ltd.,0.0,-0.0301666666666666,-0.8511825189224502,-24.016961785165773,0.75,0.3942857142857143,0.1036071428571428,0.10375,0.2321428571428571,0.5,0.97125,0.4553571428571428,0.7589285714285714,0.6785714285714286,,0.7142857142857143,0.2410714285714286,0.7232142857142857,0.5535714285714286,0.6964285714285714,0.2410714285714286,0.7857142857142856,0.5178571428571428,0.7321428571428572,0.0,0.24,0.98,0.16,,0.17
"Baidu, Inc.",0.0,-0.0261166666666666,-0.7277178354286992,-20.27721434592334,0.7410714285714286,0.3223214285714286,0.0935357142857142,0.0957142857142857,0.2678571428571428,0.4910714285714286,0.9611785714285715,0.7142857142857143,0.7678571428571428,0.4732142857142857,,0.5535714285714286,0.25,0.75,0.7410714285714286,0.6964285714285714,0.0357142857142857,0.7857142857142856,0.6964285714285714,0.5089285714285714,1.0,0.28,0.96,0.17,,0.07
Immunovant Inc.,0.0,-0.0001874999999999,-0.0020504324449649,-0.0224227904606132,0.7142857142857143,0.175,0.1529285714285714,0.0283214285714285,0.0,0.25,0.7642857142857145,0.4553571428571428,0.2142857142857143,0.6607142857142857,0.4642857142857143,0.7053571428571428,0.2410714285714286,0.7678571428571428,0.7589285714285714,0.75,0.2589285714285714,0.5446428571428572,0.4107142857142857,0.125,1.0,0.29,0.92,0.03,0.14432989690721648,0.15
VanEck Solana ETN,0.0,0.0323354166666666,0.5133976447906624,8.151345145594203,0.6785714285714286,0.3701785714285714,0.1828214285714285,0.2425,0.0,0.2767857142857143,0.9979285714285715,0.5357142857142857,0.4910714285714286,0.7946428571428572,0.4107142857142857,0.7410714285714286,0.2142857142857143,0.6964285714285714,0.7589285714285714,0.3125,0.7142857142857143,0.4821428571428572,0.1696428571428571,0.7053571428571428,1.0,0.25,0.87,0.13,0.020618556701030927,0.91
StoneCo Ltd.,0.0,-0.0003749999999999,-0.0069779953156299,-0.1298464496665431,0.6071428571428572,0.1708928571428571,0.1306785714285714,0.1851785714285714,0.0357142857142857,0.4464285714285714,0.7530357142857143,0.6160714285714286,0.5178571428571428,0.6964285714285714,0.5178571428571429,0.7589285714285714,0.25,0.7053571428571428,0.5178571428571428,0.6875,0.25,0.5535714285714286,0.3035714285714286,0.6964285714285714,1.0,0.22,0.84,0.08,0.3711340206185567,0.28
TENCENT HOLDINGS LTD,0.0,-0.0186666666666666,-0.6865096222024973,-25.247971145175836,0.5714285714285714,0.3757142857142856,0.1170357142857143,0.1185,0.2410714285714286,0.5089285714285714,0.9949642857142857,0.75,0.875,0.9821428571428572,,0.7232142857142857,0.2678571428571428,0.9910714285714286,0.5089285714285714,0.7946428571428572,0.2321428571428571,0.9642857142857144,0.7410714285714286,0.875,0.0,0.545,0.83,0.75,,0.26
FPT Corporation,0.0,0.0230625,0.4900080594065903,10.411182581394582,0.5178571428571428,0.6257142857142857,0.1577142857142857,0.2091071428571428,0.7232142857142857,0.7232142857142857,0.9939285714285715,0.75,0.9642857142857144,0.75,0.6785714285714286,0.7589285714285714,0.7589285714285714,0.9910714285714286,0.5446428571428572,1.0,0.4910714285714286,0.7142857142857143,0.75,0.7321428571428572,0.0,0.99,0.82,0.61,1.0,0.92
Progyny Inc.,0.0,0.0262625,0.4603267068131165,8.068564569458692,0.5,0.2951785714285714,0.1216785714285714,0.1714285714285714,0.2321428571428571,0.5178571428571428,0.9945357142857143,0.7410714285714286,0.3482142857142857,0.9821428571428572,0.5178571428571429,0.625,0.0535714285714286,0.9464285714285714,0.5089285714285714,0.2767857142857143,0.2410714285714286,0.75,0.75,0.7678571428571428,0.0,0.23,0.78,0.385,0.422680412371134,0.35
Lam Research Corporation,0.0,0.0078125,0.1589925534561501,3.235664902976867,0.4821428571428572,0.6510714285714286,0.09675,0.1291071428571428,0.2410714285714286,0.5357142857142857,0.9946785714285715,0.7589285714285714,0.9910714285714286,1.0,0.5178571428571429,0.7410714285714286,0.7589285714285714,0.9910714285714286,0.2678571428571428,0.9910714285714286,0.4732142857142857,0.9910714285714286,0.7321428571428572,0.4732142857142857,0.0,0.87,0.75,0.73,0.6237113402061856,0.36
iShares Ethereum Trust ETF,0.0,0.0266666666666666,0.3628068497917933,4.936080384594181,0.4732142857142857,0.3705357142857143,0.1005714285714285,0.1378571428571428,0.0,0.2678571428571428,0.9888928571428572,0.7410714285714286,0.1696428571428571,0.9464285714285714,0.3214285714285714,0.6875,0.2589285714285714,0.9464285714285714,0.7410714285714286,1.0,0.5,0.6071428571428572,0.6875,0.7946428571428572,1.0,0.83,0.76,0.33,0.041237113402061855,0.23
iShares Bitcoin Trust ETF,0.0,-0.0011875,-0.0221278122215283,-0.4123284831252377,0.4642857142857143,0.4560714285714286,0.1326785714285714,0.0730357142857142,0.0,0.2232142857142857,0.9998214285714286,0.6696428571428572,0.0178571428571428,0.9821428571428572,0.5,0.7410714285714286,0.3303571428571428,0.9910714285714286,0.4642857142857143,0.8035714285714286,0.2321428571428571,0.875,0.7321428571428572,0.9642857142857144,1.0,0.62,0.73,0.37,0.010309278350515464,0.44
Arcellx Inc.,0.0,0.0198125,0.3811696406197754,7.333264097423784,0.3303571428571428,0.2407142857142857,0.1825,0.3957857142857143,0.0,0.2946428571428572,0.875,0.5357142857142857,0.2232142857142857,0.7321428571428572,0.4464285714285714,0.75,0.2410714285714286,0.9910714285714286,0.625,0.9464285714285714,0.2678571428571428,0.5178571428571428,0.5267857142857143,0.2142857142857143,0.0,0.44,0.67,0.05,0.12371134020618557,0.79
VanEck Crypto Leaders ETN,0.0,0.0038125,0.0594571786420997,0.9272540569386388,0.3125,0.2539285714285714,0.105,0.09875,0.0,0.2589285714285714,0.9963214285714286,0.2142857142857143,0.2142857142857143,0.75,0.4285714285714286,0.7053571428571428,0.25,0.8035714285714286,0.7232142857142857,1.0,0.2410714285714286,0.2857142857142857,0.1696428571428571,0.9732142857142856,1.0,0.31,0.63,0.22,0.030927835051546393,0.08
Next Generation Internet Innovation Index,0.0,0.0,,,0.2946428571428572,0.3397142857142857,0.1382857142857142,0.17625,0.0,0.4464285714285714,0.9783928571428572,0.5357142857142857,0.7589285714285714,0.9464285714285714,0.3214285714285714,0.7142857142857143,0.9553571428571428,0.9910714285714286,0.5178571428571428,0.6875,1.0,0.5267857142857143,0.4285714285714286,0.9642857142857144,0.0,0.76,0.55,0.5,0.09278350515463918,0.53
SUPER MICRO COMPUTER INC,0.0,0.0486979166666666,0.5962648982359182,7.300760550022638,0.2857142857142857,0.3473214285714286,0.1614999999999999,0.3179285714285714,0.0,0.4375,0.9723214285714286,0.7232142857142857,0.9732142857142856,0.25,0.5714285714285714,0.7053571428571428,0.0089285714285713,0.7053571428571428,0.3303571428571428,0.2589285714285714,0.0446428571428571,0.9553571428571428,0.5089285714285714,0.4642857142857143,1.0,0.05,0.53,0.285,0.10309278350515463,0.89
GENIUS SPORTS LTD,0.0,0.0015229166666666,0.0296024018334382,0.5754104695868786,0.25,0.2473214285714285,0.1505357142857143,0.3232857142857143,0.2053571428571428,0.4910714285714286,0.94,0.7142857142857143,0.7857142857142856,0.9553571428571428,0.5714285714285714,0.7232142857142857,0.2857142857142857,0.8035714285714286,0.5089285714285714,0.7946428571428572,0.25,0.4910714285714286,0.2767857142857143,0.7142857142857143,0.0,0.33,0.41,0.43,0.4948453608247423,0.68
"Marathon Digital Holdings, Inc.",0.0,0.0146791666666666,0.1903184233020359,2.467517609867018,0.2410714285714286,0.1717857142857143,0.0378571428571428,0.08925,0.0,0.2678571428571428,0.7796428571428572,0.2767857142857143,0.0267857142857143,0.6785714285714286,0.2857142857142857,0.7053571428571428,0.0089285714285713,0.3035714285714286,0.7321428571428572,0.0267857142857143,0.1964285714285714,0.7321428571428572,0.2678571428571428,0.2589285714285714,1.0,0.01,0.4,0.01,0.15463917525773196,0.01
UNITY SOFTWARE INC,0.0,0.0001291666666666,0.0019544356050823,0.0295727886535257,0.2410714285714286,0.1441785714285714,0.0964285714285714,0.1423928571428571,0.0,0.375,0.8283928571428572,0.7321428571428572,0.6160714285714286,0.3482142857142857,0.5,0.6160714285714286,0.25,0.4910714285714286,0.4821428571428572,0.3392857142857143,0.5267857142857143,0.75,0.2589285714285714,0.7142857142857143,1.0,0.3,0.37,0.12,0.20103092783505155,0.04
Hims & Hers Health Inc,0.0,0.0184166666666666,0.4802061582359595,12.521155895442863,0.2321428571428571,0.2651785714285714,0.1297142857142857,0.3575357142857143,0.5267857142857143,0.2589285714285714,0.9842857142857143,0.4642857142857143,0.7142857142857143,0.7589285714285714,0.5892857142857143,0.2589285714285714,0.0357142857142857,0.7589285714285714,0.7410714285714286,0.9732142857142856,0.1964285714285714,0.625,0.2678571428571428,0.7321428571428572,1.0,0.15,0.36,0.185,0.4329896907216495,0.59
DRAFTKINGS INC,0.0,0.00781875,0.2053887394208425,5.395304144637279,0.2321428571428571,0.3510714285714286,0.1698214285714285,0.31575,0.0089285714285713,0.4553571428571428,0.8110714285714287,0.5982142857142857,0.7232142857142857,0.7053571428571428,0.5178571428571429,0.75,0.0535714285714286,0.8035714285714286,0.2767857142857143,0.875,0.0267857142857143,0.7767857142857144,0.2589285714285714,0.5178571428571428,1.0,0.1,0.33,0.14,0.36082474226804123,0.9
Insmed Incorporated,0.0,-0.0016041666666666,-0.0267001973694914,-0.4444055311603921,0.2142857142857143,0.2394642857142856,0.1453571428571428,0.3862857142857143,0.0,0.4464285714285714,0.6839285714285714,0.5535714285714286,0.2767857142857143,0.7232142857142857,0.5178571428571429,0.7678571428571428,0.6785714285714286,1.0,0.6071428571428572,0.7767857142857144,0.2678571428571428,0.6964285714285714,0.375,0.4553571428571428,1.0,0.545,0.28,0.1,0.28865979381443296,0.64
NIO Inc.,0.0,-0.0011041666666666,-0.0201940311672955,-0.3693273009379965,0.1964285714285714,0.0614285714285714,0.0766428571428571,0.1605714285714285,0.0,0.2321428571428571,0.3891071428571429,0.2946428571428572,0.3125,0.2857142857142857,0.3571428571428571,0.375,0.2946428571428572,0.7410714285714286,0.7767857142857144,0.2678571428571428,0.2589285714285714,0.7142857142857143,0.25,0.25,1.0,0.18,0.18,0.02,0.16494845360824742,0.06
RUBRIK INC-A,0.0,0.0249375,0.5626738568071229,12.695814301120908,0.0446428571428571,0.26625,0.1498214285714285,0.2514642857142857,0.0,0.4553571428571428,0.8410714285714286,0.75,0.9464285714285714,0.9464285714285714,0.5535714285714286,0.7321428571428572,0.25,0.9821428571428572,0.5089285714285714,0.9464285714285714,0.5178571428571428,0.6964285714285714,0.2857142857142857,0.75,1.0,0.56,0.13,0.66,0.26804123711340205,0.66
Enovix Corporation,0.0,0.0330833333333333,0.468513719936185,6.634915035821926,0.0357142857142857,0.0785714285714285,0.1867857142857143,0.5364285714285714,0.0,0.25,0.6421428571428571,0.5446428571428572,0.3125,0.6785714285714286,0.6785714285714286,0.625,0.25,1.0,0.3214285714285714,0.5803571428571428,0.2589285714285714,0.5089285714285714,0.2678571428571428,0.25,1.0,0.2,0.09,0.065,0.17525773195876287,0.76
CROWDSTRIKE HOLDINGS INC,0.0,0.0700979166666666,0.8770111875025713,10.972489049313216,0.0267857142857143,0.3475,0.1582142857142857,0.3121428571428571,0.2857142857142857,0.5,0.9794285714285715,0.8035714285714286,0.9910714285714286,0.9910714285714286,0.75,0.75,0.125,0.9464285714285714,0.2946428571428572,0.2857142857142857,0.25,0.9910714285714286,0.4732142857142857,0.9642857142857144,1.0,0.13,0.06,0.89,0.7216494845360825,0.84
DATADOG INC,0.0,0.0449583333333333,1.0083720503944569,22.61681242669259,0.0267857142857143,0.3620357142857143,0.1428571428571428,0.2398928571428571,0.4553571428571428,0.5089285714285714,0.9927142857142858,0.7678571428571428,0.9553571428571428,0.875,0.5357142857142857,0.7589285714285714,0.3125,1.0,0.2946428571428572,0.7767857142857144,0.4732142857142857,0.9821428571428572,0.5,0.8035714285714286,1.0,0.65,0.07,0.8,0.7422680412371134,0.73
SNOWFLAKE INC,0.0,0.03040625,0.5368742506440315,9.47943139994542,0.0267857142857143,0.1679999999999999,0.14875,0.1987857142857143,0.0,0.4732142857142857,0.8599285714285715,0.7410714285714286,0.875,0.7321428571428572,0.7142857142857143,0.75,0.2410714285714286,0.9553571428571428,0.3035714285714286,0.25,0.25,0.9553571428571428,0.2678571428571428,0.7678571428571428,1.0,0.08,0.05,0.525,0.25773195876288657,0.46
MICROSTRATEGY INC,0.0,0.0271041666666666,0.1861063810188813,1.277869394838864,0.0267857142857143,0.0669642857142857,0.1171071428571428,0.2236071428571428,0.0,0.2232142857142857,0.7448214285714285,0.2589285714285714,0.3928571428571428,0.25,0.3214285714285714,0.7410714285714286,0.2142857142857143,0.7589285714285714,0.5089285714285714,0.0803571428571428,0.2053571428571428,0.7410714285714286,0.2589285714285714,0.2767857142857143,1.0,0.03,0.08,0.04,0.13402061855670103,0.24
TESLA INC,0.0,0.0236249999999999,0.5253084868146304,11.68038121987203,0.0267857142857143,0.1841071428571428,0.0976428571428571,0.1919285714285714,0.2321428571428571,0.4464285714285714,0.975,0.7410714285714286,0.7857142857142856,0.5714285714285714,0.4464285714285714,0.4821428571428572,0.1964285714285714,0.6696428571428572,0.5357142857142857,0.2857142857142857,0.2410714285714286,1.0,0.3035714285714286,0.5,1.0,0.06,0.1,0.25,0.27835051546391754,0.13
CLOUDFLARE INC,0.0,0.0413645833333333,0.9286330829292012,20.84777201214226,0.0178571428571428,0.3575,0.1580357142857142,0.2625714285714285,0.2053571428571428,0.4910714285714286,0.9407142857142858,0.9642857142857144,0.875,0.9464285714285714,0.4464285714285714,0.7410714285714286,0.25,0.8035714285714286,0.2857142857142857,0.9910714285714286,0.5178571428571428,0.7857142857142856,0.4732142857142857,0.9642857142857144,1.0,0.7,0.03,0.81,0.4690721649484536,0.85
WiseTech Global Limited,0.0,0.0243749999999999,0.5183718059265444,11.023972479160904,0.0178571428571428,0.3435714285714286,0.1513928571428571,0.2239285714285714,0.2767857142857143,0.5,0.98925,0.9642857142857144,0.7946428571428572,1.0,0.6964285714285714,0.7053571428571428,0.1964285714285714,1.0,0.5446428571428572,0.2142857142857143,0.25,0.7767857142857144,0.7232142857142857,0.9553571428571428,1.0,0.19,0.04,0.91,0.5824742268041238,0.7
ARM Holdings plc,0.0,0.0012916666666666,0.0356036657983052,0.9813840141502508,0.0178571428571428,0.2842857142857143,0.1333571428571428,0.2383928571428571,0.0535714285714286,0.5089285714285714,0.9963571428571429,0.7767857142857144,0.9910714285714286,0.9910714285714286,0.4821428571428571,0.7321428571428572,0.5,0.9642857142857144,0.2589285714285714,0.3125,0.7142857142857143,0.8660714285714286,0.3392857142857143,1.0,1.0,0.58,0.02,0.93,0.20103092783505155,0.57
PALANTIR TECHNOLOGIES INC,0.0,0.014875,0.3330916140313366,7.458825098353004,0.0089285714285713,0.2826785714285714,0.1044642857142857,0.2926071428571428,0.0178571428571428,0.4821428571428572,0.9953928571428572,0.7232142857142857,0.7767857142857144,1.0,0.5714285714285714,0.7410714285714286,0.125,0.9910714285714286,0.2946428571428572,0.9375,0.0446428571428571,0.7589285714285714,0.3035714285714286,0.7232142857142857,1.0,0.16,0.01,0.57,0.07216494845360824,0.48
Xero Limited,0.0,-0.0063958333333333,-0.1583251323139616,-3.919246518134222,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Rocket Pharmaceuticals Inc.,0.0,-0.0064166666666666,-0.1013325008301026,-1.6002507622570536,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
COINBASE GLOBAL INC,0.0,-0.00690625,-0.1246406836048113,-2.2494552049918113,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
First Trust Cloud Computing ETF,0.0,-0.0069666666666666,-0.2659205074946598,-10.150294206634078,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Silicon Laboratories Inc.,0.0,-0.0074583333333333,-0.2570249165376112,-8.857449079932872,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Kura Oncology Inc.,0.0,-0.00766875,-0.1374205590468773,-2.462514757784031,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
TRIP.COM GROUP LTD,0.0,-0.0079166666666666,-0.159115485838552,-3.1980300421438055,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"First Solar, Inc.",0.0,-0.0091833333333333,-0.1758073950271858,-3.365688582168237,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
HDFC Bank Limited,0.0,-0.0092708333333333,-0.2461487628564015,-6.5354657210682605,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
DigitalOcean Holdings Inc.,0.0,-0.009375,-0.3466548435906651,-12.818088595719306,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PAGERDUTY INC,0.0,-0.0094583333333333,-0.2815065133642879,-8.378422949764015,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ARK Innovation ETF,0.0,-0.00958125,-0.2300755214436117,-5.524826673716877,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Global X Lithium & Battery Tech ETF,0.0,-0.0096458333333333,-0.3182530791908254,-10.500391092641912,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Uber Technologies, Inc.",0.0,-0.0097083333333333,-0.2672003395395749,-7.354096630049521,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
KraneShares Electric Vehicles & Future Mobility ETF,0.0,-0.0099583333333333,-0.3791779178550067,-14.43774661645438,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Games Workshop Group plc,0.0,-0.0101687499999999,-0.1687889803225473,-2.80169341151324,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PT GoTo Gojek Tokopedia Tbk,0.0,-0.0109375,-0.2637284804026517,-6.359105040044967,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
3IQ ETHER STAKING ETF,0.0,-0.0113229166666666,-0.1983250216631165,-3.473735202297021,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FAIR ISAAC CORP,0.0,-0.0113333333333333,-0.2290806711381346,-4.630407696096897,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Keyence Corporation,0.0,-0.0115416666666666,-0.2720076758506997,-6.41052786036384,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Pinterest, Inc.",0.0,-0.0116020833333333,-0.2670509884817983,-6.146846941205006,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Grab Holdings Inc.,0.0,-0.0116041666666666,-0.2998704641067367,-7.749138548819218,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Micron Tech, Inc.",0.0,-0.0116041666666666,-0.3344871776135342,-9.641508537554152,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ARK Fintech Innovation ETF,0.0,-0.0116354166666666,-0.4298146401197001,-15.87743955835078,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Nasdaq 100 ETF,0.0,-0.0116604166666666,-0.3946474526192971,-13.3568650513261,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NXP SEMICONDUCTORS NV,0.0,-0.0116812499999999,-0.3119561271773394,-8.331011260223383,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NICE Ltd.,0.0,-0.01176875,-0.3718006211339328,-11.745996972964695,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SALESFORCE INC,0.0,-0.0122854166666666,-0.3869355511206025,-12.186735279986792,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ADVANTEST CORP,0.0,-0.0123333333333333,-0.2882587921532459,-6.737280912457966,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ARK Genomic Revolution ETF,0.0,-0.012875,-0.3898536194146515,-11.804725791899337,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ETFMG Prime Cyber Security ETF,0.0,-0.0134791666666666,-0.43365958073125,-13.951947966120825,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Reliance Industries Limited,0.0,-0.0136249999999999,-0.3048309105512226,-6.819954791008257,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Marqeta, Inc. ",0.0,-0.0136479166666666,-0.349840256448115,-8.967537538575456,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
REDDIT INC-CL A,0.0,-0.0156270833333333,-0.3966693928821612,-10.068840351921232,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ICICI Bank Limited,0.0,-0.0159395833333333,-0.3373556501402506,-7.14001315476991,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ASM Pacific Tech Limited,0.0,-0.01626875,-0.6048051571079683,-22.4841661507119,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
VanEck Video Gaming and eSports ETF,0.0,-0.0164270833333333,-0.693927203679603,-29.31347910249395,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"JD.com, Inc.",0.0,-0.0165625,-0.4375222829761834,-11.55778101740024,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Naspers Limited,0.0,-0.0168333333333333,-0.4491780983624335,-11.985799844464868,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Eli Lilly Inc.,0.0,-0.017375,-0.3889033206832152,-8.704793832427724,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CORPAY INC,0.0,-0.0176104166666666,-0.4707497490770706,-12.583763942143614,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
STMICROELECTRONICS NV NY SHS,0.0,-0.0180833333333333,-0.5453930342754613,-16.449044894167436,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ROKU INC,0.0,-0.0184604166666666,-0.3799498147097459,-7.820076020203786,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
EQUINIX INC,0.0,-0.0188125,-0.5077507532984139,-13.704230031899364,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
QuantumScape Corporation,0.0,-0.0188541666666666,-0.1987718581850712,-2.0955713559166975,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wingstop Inc.,0.0,-0.0191458333333333,-0.4349749021108987,-9.882211036329188,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Hermès International SCA,0.0,-0.0194375,-0.3684673884218756,-6.984860004138257,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
UnitedHealth Group Inc.,0.0,-0.0200229166666666,-0.4217040620973318,-8.881539035990775,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Twilio Inc.,0.0,-0.0203125,-0.5182200341934938,-13.221021727483368,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Rivian Automotive, Inc.",0.0,-0.0209375,-0.3496234857217677,-5.8381650993785845,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Alteryx,0.0,-0.0210416666666666,-0.3733179923240597,-6.62335002263129,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
