Asset,w,Alpha,t-value,iKelly-weight,hard-sell,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,Bright Future Score100,Short-Term Upside Score100,Mispricing Score100,1-Month +10% Higher Probability100,1-Month -10% Lower Probability100,1-Month -10% Lower Score100,1-Month +20% Higher Probability100,1-Month -20% Lower Probability100,1-Month -20% Lower Score100,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
APPLIED MATERIALS INC,0.020627676434815993,0.0069166666666666,0.1924021707590243,5.352086069318278,0.0,0.2723214285714286,0.1626785714285714,0.0926071428571428,0.109375,0.375,0.7142857142857143,0.9955714285714286,0.7946428571428572,0.9910714285714286,0.75,0.5178571428571429,0.7321428571428572,0.7142857142857143,0.7589285714285714,0.3303571428571428,0.75,0.7410714285714286,0.9732142857142856,0.5089285714285714,0.5267857142857143,0.7633928571428572,0.7767857142857144,0.7321428571428572,0.5223214285714286,0.3175357142857143,0.1767678571428571,0.823232142857143,0.1753392857142856,0.0753035714285714,0.9246964285714286,0.6951219512195121,0.23170731707317074,0.573170731707317,0.5263157894736842,0.2926829268292683
"MongoDB, Inc.",0.020381693664107067,0.0434027777777777,0.9394414201331625,20.333956190096167,0.0,0.2410714285714286,0.1697321428571428,0.1260714285714285,0.2224464285714285,0.2678571428571428,0.625,0.9828214285714286,0.7544642857142856,0.7946428571428572,0.7544642857142856,0.5178571428571429,0.7321428571428572,0.7053571428571428,0.7767857142857144,0.4732142857142857,0.7053571428571428,0.7142857142857143,0.7767857142857144,0.5089285714285714,0.7410714285714286,0.7410714285714286,0.7544642857142856,0.71875,0.6964285714285714,0.3288214285714286,0.3155892857142857,0.6844107142857143,0.1995714285714285,0.2008571428571429,0.7991428571428572,0.4024390243902439,0.10975609756097561,0.5121951219512195,0.3815789473684211,0.7926829268292683
APPLOVIN CORP,0.020340042919546494,0.0184166666666666,0.4190463748664105,9.534834260018838,0.0,0.2901785714285714,0.2395,0.1535714285714285,0.2555535714285714,0.2321428571428571,0.6071428571428572,0.9583928571428572,0.7321428571428572,0.9642857142857144,0.7991071428571428,0.3392857142857143,0.7455357142857143,0.4821428571428572,0.75,0.3214285714285714,0.7232142857142857,0.2589285714285714,0.9553571428571428,0.4196428571428572,0.9553571428571428,0.7544642857142856,0.6919642857142857,0.75,0.7366071428571428,0.3468392857142857,0.2487321428571429,0.751267857142857,0.2264285714285714,0.1535357142857143,0.8464642857142857,0.08536585365853659,0.25609756097560976,0.5365853658536586,0.32894736842105265,1.0
iShares Semiconductor ETF ,0.019694107008985672,0.012425,0.3215712680500054,8.322581926381366,0.0,0.2633928571428572,0.1505714285714285,0.0892857142857142,0.1377499999999999,0.0446428571428571,0.6160714285714286,0.9981071428571429,0.7098214285714286,0.9821428571428572,0.7544642857142856,0.4821428571428571,0.7321428571428572,0.75,0.6607142857142857,0.3125,0.75,0.375,0.875,0.5446428571428572,0.375,0.7276785714285714,0.7633928571428572,0.7053571428571428,0.5178571428571428,0.2426785714285714,0.1900357142857142,0.8099642857142858,0.1237857142857142,0.0930178571428571,0.906982142857143,0.5487804878048781,0.13414634146341464,0.4024390243902439,0.013157894736842105,0.12195121951219512
Global X Robotics & Artificial Intelligence ETF,0.019199259115238156,0.0031388888888888,0.1195113996601155,4.550328206671812,0.0,0.2991071428571428,0.1262678571428571,0.1175,0.1411071428571428,0.0267857142857143,0.5446428571428572,0.9800714285714286,0.53125,0.7544642857142856,0.6964285714285714,0.4285714285714286,0.7008928571428572,0.7142857142857143,0.7767857142857144,0.7008928571428572,0.625,0.4910714285714286,0.7410714285714286,0.5267857142857143,0.7142857142857143,0.7142857142857143,0.78125,0.5535714285714286,0.5,0.2297678571428571,0.1839464285714285,0.8160535714285715,0.1134999999999999,0.0899642857142857,0.9100357142857143,0.24390243902439024,0.21951219512195122,0.25,0.06578947368421052,0.024390243902439025
NICE Ltd.,0.0,0.0019875,0.0522631909353027,1.3743100008754243,0.0,0.9732142857142856,0.31825,0.1545,0.1221071428571428,0.75,0.7633928571428572,0.9883214285714286,0.7723214285714286,0.78125,0.7946428571428572,,0.3571428571428572,0.7410714285714286,0.7857142857142856,0.7901785714285714,0.7321428571428572,0.7232142857142857,0.75,0.7857142857142856,0.75,0.7678571428571428,0.7946428571428572,0.5,0.9821428571428572,0.195625,0.2446607142857142,0.7553392857142858,0.124125,0.1687857142857142,0.8312142857142858,0.8048780487804879,1.0,0.6341463414634146,,0.4146341463414634
"Marathon Digital Holdings, Inc.",0.0,0.0053277777777777,0.0709501837111006,0.9448458210166916,1.0,0.7857142857142856,0.1579464285714285,0.160625,0.1603392857142857,0.0,0.3080357142857143,0.7633928571428572,0.5089285714285714,0.6339285714285714,0.2589285714285714,0.2857142857142857,0.3080357142857143,0.4732142857142857,0.7053571428571428,0.9464285714285714,0.5535714285714286,0.4553571428571428,0.7410714285714286,0.2767857142857143,0.2946428571428572,0.6205357142857143,0.53125,0.5044642857142857,0.9464285714285714,0.3064107142857143,0.4099821428571428,0.5900178571428571,0.2506071428571428,0.3422321428571429,0.6577678571428571,0.04878048780487805,0.9634146341463414,0.024390243902439025,0.14473684210526316,0.47560975609756095
Progyny Inc.,0.0,0.0121055555555555,0.1958548558484618,3.1687207070655896,0.0,0.7321428571428572,0.24675,0.1368035714285714,0.1583214285714285,0.4732142857142857,0.7767857142857144,0.9813571428571429,0.7544642857142856,0.3482142857142857,0.7544642857142856,0.5178571428571429,0.7678571428571428,0.5892857142857143,0.75,0.3125,0.7410714285714286,0.7232142857142857,0.625,0.4821428571428572,0.7678571428571428,0.7589285714285714,0.78125,0.75,0.7276785714285714,0.2999285714285714,0.1851071428571428,0.8148928571428572,0.1868214285714285,0.0771071428571428,0.9228928571428572,0.43902439024390244,0.8780487804878049,0.43902439024390244,0.9736842105263158,0.8414634146341463
MediaTek Inc.,0.0,0.0057888888888888,0.1652586614436184,4.717731797298051,0.0,0.7276785714285714,0.1799107142857143,0.1321071428571428,0.1361964285714285,0.4553571428571428,0.7321428571428572,0.9974285714285716,0.7276785714285714,0.7901785714285714,0.7321428571428572,0.6428571428571429,0.7544642857142856,0.7589285714285714,0.75,0.6919642857142857,0.7589285714285714,0.6964285714285714,0.7589285714285714,0.5535714285714286,0.7321428571428572,0.75,0.78125,0.7276785714285714,0.7901785714285714,0.2963571428571429,0.2411785714285714,0.7588214285714285,0.2100892857142857,0.1336428571428571,0.8663571428571429,0.7926829268292683,0.9024390243902439,0.3597560975609756,0.6710526315789473,0.6829268292682927
FPT Corporation,0.0,0.0288194444444444,0.6170321337347447,13.21082558670368,0.0,0.7232142857142857,0.339375,0.1721964285714285,0.1858035714285714,0.75,0.7455357142857143,0.9867142857142858,0.7544642857142856,0.78125,0.75,0.6785714285714286,0.6651785714285714,0.7321428571428572,0.7767857142857144,0.7410714285714286,0.7589285714285714,0.7410714285714286,0.7410714285714286,0.7232142857142857,0.7410714285714286,0.75,0.8035714285714286,0.6875,0.75,0.2709107142857143,0.1549464285714285,0.8450535714285715,0.18825,0.0862142857142857,0.9137857142857143,0.8536585365853658,0.8658536585365854,0.5487804878048781,1.0,0.8048780487804879
Alibaba Group Holding Ltd.,0.0,-0.0232361111111111,-0.5192553999550498,-11.603756286633873,0.0,0.7232142857142857,0.1284642857142857,0.1054642857142857,0.0958392857142857,0.2857142857142857,0.6071428571428572,0.9815,0.6919642857142857,0.7723214285714286,0.71875,,0.7142857142857143,0.4910714285714286,0.7589285714285714,0.7008928571428572,0.5,0.5,0.8035714285714286,0.5267857142857143,0.7321428571428572,0.71875,0.5491071428571428,0.5535714285714286,0.7455357142857143,0.2581071428571429,0.2206071428571428,0.7793928571428572,0.1475178571428571,0.1257142857142857,0.8742857142857143,0.13414634146341464,0.8414634146341463,0.15853658536585366,,0.07317073170731707
TENCENT HOLDINGS LTD,0.0,-0.0134444444444444,-0.3582243857517301,-9.544813181197018,0.0,0.7098214285714286,0.1603035714285714,0.1190357142857142,0.1165178571428571,0.2767857142857143,0.7008928571428572,0.9950357142857142,0.7544642857142856,0.875,0.7767857142857144,,0.7455357142857143,0.5535714285714286,0.9910714285714286,0.5580357142857143,0.7410714285714286,0.4821428571428572,0.7232142857142857,0.7142857142857143,0.7857142857142856,0.7098214285714286,0.75,0.71875,0.7232142857142857,0.2556964285714286,0.1524821428571428,0.8475178571428572,0.1440535714285714,0.0570892857142857,0.9429107142857143,0.3780487804878049,0.7073170731707317,0.5853658536585366,,0.21951219512195122
"Baidu, Inc.",0.0,-0.0225638888888888,-0.4915959528408302,-10.71032489299694,0.0,0.7098214285714286,0.1630535714285714,0.0861964285714285,0.0958392857142857,0.25,0.53125,0.9738571428571429,0.625,0.7589285714285714,0.5446428571428572,,0.7232142857142857,0.5267857142857143,0.75,0.7053571428571428,0.625,0.4732142857142857,0.7589285714285714,0.5,0.6964285714285714,0.7098214285714286,0.5401785714285714,0.5267857142857143,0.7455357142857143,0.2682321428571428,0.2454642857142857,0.7545357142857143,0.1690535714285714,0.1218392857142857,0.8781607142857143,0.12195121951219512,0.7560975609756098,0.0975609756097561,,0.10975609756097561
iShares Ethereum Trust ETF,0.0,0.0352916666666666,0.5355359251130529,8.126528276364393,1.0,0.7008928571428572,0.2933392857142857,0.1333482142857142,0.1831785714285714,0.0267857142857143,0.2678571428571428,0.9453214285714286,0.7544642857142856,0.2544642857142857,0.5357142857142857,0.3214285714285714,0.2946428571428572,0.7053571428571428,0.7946428571428572,0.7633928571428572,0.7589285714285714,0.5267857142857143,0.7678571428571428,0.7321428571428572,0.7410714285714286,0.6964285714285714,0.7857142857142856,0.6875,0.7142857142857143,0.3149821428571429,0.3421428571428571,0.6578571428571429,0.2052678571428571,0.230625,0.769375,0.6829268292682927,0.6829268292682927,0.32926829268292684,0.09210526315789473,0.8536585365853658
VanEck Solana ETN,0.0,0.0399597222222222,0.6423381895448914,10.325355803358324,1.0,0.6964285714285714,0.3275357142857143,0.1743571428571428,0.2181785714285714,0.0,0.28125,0.9645,0.3348214285714286,0.6919642857142857,0.4642857142857143,0.4107142857142857,0.3169642857142857,0.4910714285714286,0.75,0.7901785714285714,0.5267857142857143,0.4910714285714286,0.2946428571428572,0.4910714285714286,0.7410714285714286,0.6964285714285714,0.7455357142857143,0.6785714285714286,0.7589285714285714,0.3308928571428571,0.3694464285714286,0.6305535714285714,0.2229107142857142,0.2738392857142857,0.7261607142857143,0.10975609756097561,0.7317073170731707,0.10975609756097561,0.039473684210526314,0.9512195121951219
"DexCom, Inc.",0.0,0.0110555555555555,0.2110624904239259,4.029410791714056,0.0,0.6964285714285714,0.2487321428571428,0.1459285714285714,0.1843214285714285,0.5,0.6919642857142857,0.9851785714285715,0.7589285714285714,0.7455357142857143,0.7723214285714286,0.3214285714285714,0.3303571428571428,0.6785714285714286,1.0,0.7544642857142856,0.7321428571428572,0.75,0.9464285714285714,0.6875,0.5446428571428572,0.7455357142857143,0.7321428571428572,0.4910714285714286,0.7991071428571428,0.2063928571428571,0.2514107142857142,0.7485892857142857,0.1283571428571428,0.1529107142857143,0.8470892857142858,0.5975609756097561,0.8048780487804879,0.34146341463414637,0.7105263157894737,0.4024390243902439
Li Auto Inc.,0.0,0.0250986111111111,0.6655718161325214,17.649814982544346,1.0,0.6919642857142857,0.1630178571428571,0.119,0.18575,0.2410714285714286,0.3080357142857143,0.9071428571428573,0.4642857142857143,0.4955357142857143,0.5223214285714286,0.4464285714285714,0.2946428571428572,0.5357142857142857,0.75,0.7767857142857144,0.7410714285714286,0.7142857142857143,0.7321428571428572,0.4821428571428572,0.4910714285714286,0.5223214285714286,0.53125,0.2410714285714286,0.7589285714285714,0.1863928571428571,0.3109821428571429,0.6890178571428571,0.1236607142857142,0.2062857142857143,0.7937142857142857,0.35365853658536583,0.6707317073170732,0.036585365853658534,0.18421052631578946,0.036585365853658534
Monday.com Ltd.,0.0,0.0302222222222222,0.6905193059628427,15.777030173406816,0.0,0.6830357142857143,0.2036607142857143,0.1750178571428571,0.2533392857142857,0.2321428571428571,0.7053571428571428,0.9861785714285715,0.7321428571428572,0.7857142857142856,0.7544642857142856,0.5357142857142857,0.3392857142857143,0.7410714285714286,0.7678571428571428,0.78125,0.7321428571428572,0.7410714285714286,0.7321428571428572,0.4821428571428572,0.7410714285714286,0.7455357142857143,0.7678571428571428,0.4776785714285714,0.9508928571428572,0.232125,0.2946071428571429,0.7053928571428572,0.1544464285714285,0.1772678571428571,0.8227321428571429,0.573170731707317,0.7682926829268293,0.4268292682926829,0.28289473684210525,0.5
SUPER MICRO COMPUTER INC,0.0,0.0426597222222222,0.5674912963341261,7.54919053943645,1.0,0.6785714285714286,0.244375,0.162125,0.2180357142857143,0.2232142857142857,0.3839285714285714,0.9648214285714286,0.5089285714285714,0.9419642857142856,0.5133928571428572,0.5714285714285714,0.3035714285714286,0.4642857142857143,0.9732142857142856,0.78125,0.7232142857142857,0.4732142857142857,0.7321428571428572,0.25,0.5089285714285714,0.6830357142857143,0.5446428571428572,0.3258928571428572,0.7767857142857144,0.2548035714285714,0.3764642857142857,0.6235357142857143,0.1819285714285714,0.2725357142857143,0.7274642857142857,0.07317073170731707,0.6463414634146342,0.14634146341463414,0.10526315789473684,0.6463414634146342
RUBRIK INC-A,0.0,0.019375,0.4325459276381186,9.65656668471332,1.0,0.6651785714285714,0.2121071428571428,0.1506428571428571,0.2279999999999999,0.2410714285714286,0.6160714285714286,0.86,0.7455357142857143,0.7767857142857144,0.7455357142857143,0.5535714285714286,0.7455357142857143,0.7321428571428572,0.7767857142857144,0.7410714285714286,0.7321428571428572,0.7232142857142857,0.75,0.5178571428571428,0.7410714285714286,0.75,0.7589285714285714,0.7232142857142857,0.9508928571428572,0.3606785714285715,0.292375,0.707625,0.2700892857142857,0.1980535714285714,0.8019464285714286,0.5609756097560976,0.6951219512195121,0.3780487804878049,0.6052631578947368,0.9390243902439024
CRISPR Therapeutics AG,0.0,0.0176111111111111,0.3383993744449627,6.502379997619424,1.0,0.6651785714285714,0.1589107142857142,0.1187678571428571,0.3946071428571429,0.0357142857142857,0.5,0.8451071428571428,0.5357142857142857,0.3616071428571428,0.2991071428571428,0.6964285714285714,0.7098214285714286,0.6964285714285714,0.9553571428571428,0.7544642857142856,0.7321428571428572,0.6964285714285714,0.75,0.5,0.2589285714285714,0.7142857142857143,0.75,0.5446428571428572,0.875,0.2957142857142857,0.311125,0.688875,0.2221964285714285,0.2297678571428571,0.7702321428571429,0.4268292682926829,0.6341463414634146,0.07317073170731707,0.23026315789473684,0.5365853658536586
iShares Bitcoin Trust ETF,0.0,0.0145972222222222,0.2485331507412328,4.2315398147005086,1.0,0.6651785714285714,0.3669285714285714,0.1792678571428571,0.2073928571428571,0.0178571428571428,0.2991071428571428,0.9696428571428573,0.7410714285714286,0.0133928571428571,0.5044642857142857,0.5,0.2455357142857143,0.7142857142857143,0.7857142857142856,0.9464285714285714,0.7767857142857144,0.2321428571428571,0.9464285714285714,0.75,0.8660714285714286,0.71875,0.7321428571428572,0.6785714285714286,0.7366071428571428,0.3001428571428571,0.3289821428571429,0.6710178571428571,0.1679821428571428,0.264875,0.735125,0.5853658536585366,0.5975609756097561,0.1951219512195122,0.02631578947368421,0.9024390243902439
VanEck Crypto Leaders ETN,0.0,0.0075277777777777,0.1303680594231138,2.2577487566012837,1.0,0.6607142857142857,0.2343392857142857,0.1483928571428571,0.1849285714285714,0.0,0.2589285714285714,0.9230357142857143,0.2589285714285714,0.2276785714285714,0.2544642857142857,0.4285714285714286,0.2366071428571428,0.5,0.5446428571428572,0.875,0.7232142857142857,0.25,0.2857142857142857,0.5267857142857143,0.75,0.6116071428571428,0.6964285714285714,0.4776785714285714,0.7589285714285714,0.2569821428571429,0.374625,0.625375,0.174,0.3002142857142857,0.6997857142857142,0.15853658536585366,0.5121951219512195,0.06097560975609756,0.07894736842105263,0.6219512195121951
ADYEN NV,0.0,0.0064833333333333,0.1226244927590885,2.319295561607776,0.0,0.65625,0.214125,0.1258035714285714,0.1892321428571428,0.4464285714285714,0.7053571428571428,0.9983571428571429,0.7767857142857144,0.7723214285714286,0.9508928571428572,0.5357142857142857,0.7232142857142857,0.7410714285714286,0.9732142857142856,0.71875,0.7589285714285714,0.5267857142857143,0.7321428571428572,0.7589285714285714,0.9910714285714286,0.7589285714285714,0.7946428571428572,0.6964285714285714,0.7455357142857143,0.2642857142857143,0.1948749999999999,0.8051250000000001,0.1641607142857142,0.096875,0.903125,0.7804878048780488,0.5853658536585366,0.7682926829268293,0.42105263157894735,0.5853658536585366
MICROSTRATEGY INC,0.0,0.0418888888888888,0.3145737992166624,2.3623609453115253,1.0,0.6428571428571428,0.1877321428571429,0.1616785714285714,0.2145178571428571,0.0,0.25,0.7564285714285715,0.3125,0.2991071428571428,0.25,0.3214285714285714,0.3035714285714286,0.375,0.6875,0.9598214285714286,0.6875,0.25,0.75,0.2410714285714286,0.3125,0.4910714285714286,0.3080357142857143,0.2767857142857143,0.9151785714285714,0.3228035714285714,0.3830178571428571,0.6169821428571429,0.1914464285714285,0.3150357142857142,0.6849642857142858,0.024390243902439025,0.5487804878048781,0.012195121951219513,0.13157894736842105,0.6097560975609756
FORTINET INC,0.0,0.0191388888888888,0.4614104301869942,11.123926071222778,0.0,0.5982142857142857,0.3069464285714286,0.1109821428571428,0.1442678571428571,0.5357142857142857,0.71875,0.9915357142857143,0.7678571428571428,0.7991071428571428,0.9508928571428572,0.3392857142857143,0.4598214285714286,0.6875,0.9464285714285714,0.7410714285714286,0.7321428571428572,0.7232142857142857,0.7678571428571428,0.4732142857142857,0.875,0.7633928571428572,0.7901785714285714,0.4821428571428572,0.7098214285714286,0.1893392857142857,0.1984464285714285,0.8015535714285715,0.0687678571428571,0.0949107142857142,0.9050892857142858,0.4146341463414634,0.5,0.7804878048780488,0.8618421052631579,0.14634146341463414
"Micron Tech, Inc.",0.0,0.0006111111111111,0.0145405671582413,0.3459732435545323,0.0,0.59375,0.2833928571428571,0.1363571428571428,0.1799642857142857,0.2589285714285714,0.7633928571428572,0.9850714285714286,0.6875,0.9776785714285714,0.5178571428571428,,0.7633928571428572,0.7410714285714286,0.75,0.4955357142857143,0.7410714285714286,0.6964285714285714,0.9642857142857144,0.6875,0.5089285714285714,0.75,0.78125,0.7633928571428572,0.7276785714285714,0.3969821428571428,0.2390714285714285,0.7609285714285715,0.23825,0.1593214285714285,0.8406785714285715,0.6707317073170732,0.4634146341463415,0.3170731707317073,,0.975609756097561
3IQ ETHER STAKING ETF,0.0,0.0061597222222222,0.1025666948869384,1.7078573546836155,1.0,0.5625,0.1787142857142857,0.1283214285714285,0.1541607142857143,0.0267857142857143,0.4508928571428572,0.9423928571428573,0.2991071428571428,0.0803571428571428,0.4955357142857143,,0.2991071428571428,0.5446428571428572,0.7678571428571428,0.7544642857142856,0.5446428571428572,0.4910714285714286,0.375,0.7410714285714286,0.75,0.6964285714285714,0.7366071428571428,0.6741071428571428,0.4776785714285714,0.333875,0.3416785714285714,0.6583214285714286,0.1886071428571428,0.3053928571428571,0.694607142857143,0.2804878048780488,0.35365853658536583,0.08536585365853659,,0.6707317073170732
"Confluent, Inc.",0.0,0.0328263888888888,0.71611664257956,15.622280218370353,1.0,0.5178571428571428,0.2233392857142857,0.1330714285714285,0.216,0.2142857142857143,0.6160714285714286,0.7764285714285715,0.7410714285714286,0.7678571428571428,0.7321428571428572,0.5357142857142857,0.7098214285714286,0.6696428571428572,0.7767857142857144,0.7142857142857143,0.7232142857142857,0.5535714285714286,0.7410714285714286,0.4464285714285714,0.7053571428571428,0.7455357142857143,0.7232142857142857,0.7098214285714286,0.7678571428571428,0.2537142857142857,0.25775,0.7422500000000001,0.1923214285714285,0.1798214285714285,0.8201785714285715,0.18292682926829268,0.43902439024390244,0.21951219512195122,0.5131578947368421,0.7804878048780488
Atlassian Corporation Plc,0.0,0.0163263888888888,0.3680876927353299,8.298745697245206,1.0,0.5,0.1628392857142857,0.1448928571428571,0.1809821428571428,0.4464285714285714,0.6116071428571428,0.8676071428571429,0.7767857142857144,0.75,0.7901785714285714,0.5178571428571429,0.3392857142857143,0.7410714285714286,0.875,0.7633928571428572,0.75,0.7410714285714286,0.7589285714285714,0.2857142857142857,0.7767857142857144,0.7589285714285714,0.7723214285714286,0.4910714285714286,0.9732142857142856,0.2338571428571428,0.2772678571428571,0.7227321428571429,0.12825,0.1594285714285714,0.8405714285714286,0.6280487804878049,0.524390243902439,0.5609756097560976,0.881578947368421,0.18292682926829268
Enovix Corporation,0.0,0.0061944444444444,0.0675112836922003,0.7357840507967502,1.0,0.4866071428571428,0.1584642857142857,0.1784285714285714,0.394375,0.1964285714285714,0.4598214285714286,0.5314285714285714,0.5178571428571428,0.6785714285714286,0.3125,0.6785714285714286,0.3169642857142857,0.6964285714285714,0.75,0.78125,0.5267857142857143,0.7321428571428572,0.6964285714285714,0.2321428571428571,0.2767857142857143,0.5446428571428572,0.7276785714285714,0.3125,0.7767857142857144,0.2542142857142857,0.4040000000000001,0.5959999999999999,0.1880892857142857,0.2899285714285714,0.7100714285714286,0.1951219512195122,0.3780487804878049,0.04878048780487805,0.3157894736842105,0.4268292682926829
ROBLOX CORP -CLASS A,0.0,0.0043874999999999,0.084103742462578,1.6121799421565024,1.0,0.2901785714285714,0.1726785714285714,0.1344999999999999,0.2145535714285714,0.0357142857142857,0.4017857142857143,0.8783928571428572,0.7544642857142856,0.7142857142857143,0.75,0.5357142857142857,0.7276785714285714,0.4821428571428572,0.7767857142857144,0.7633928571428572,0.625,0.25,0.7767857142857144,0.3125,0.7410714285714286,0.7366071428571428,0.6919642857142857,0.4776785714285714,0.7767857142857144,0.2450357142857143,0.2818392857142857,0.7181607142857143,0.1613571428571428,0.201875,0.798125,0.036585365853658534,0.2682926829268293,0.2804878048780488,0.15789473684210525,0.2804878048780488
Lam Research Corporation,0.0,0.0190833333333333,0.4005612461351394,8.407824204646412,0.0,0.2857142857142857,0.2575357142857142,0.102,0.1418928571428571,0.2946428571428572,0.7232142857142857,0.9947857142857143,0.875,0.9866071428571428,0.75,0.5178571428571429,0.7410714285714286,0.7767857142857144,0.8035714285714286,0.2901785714285714,0.7678571428571428,0.5535714285714286,0.9464285714285714,0.7589285714285714,0.625,0.7723214285714286,0.8080357142857144,0.7366071428571428,0.5491071428571428,0.3311785714285714,0.2155357142857143,0.7844642857142857,0.1595535714285714,0.101625,0.898375,0.9146341463414634,0.24390243902439024,0.6829268292682927,0.6578947368421053,0.7560975609756098
Next Generation Internet Innovation Index,0.0,0.0,,,1.0,0.2633928571428572,0.210625,0.1170357142857143,0.1721249999999999,0.0446428571428571,0.4866071428571428,0.8210357142857143,0.5044642857142857,0.7991071428571428,0.75,0.3214285714285714,0.7142857142857143,0.6607142857142857,0.7857142857142856,0.5089285714285714,0.6964285714285714,0.6964285714285714,0.5178571428571428,0.5178571428571428,0.9464285714285714,0.7321428571428572,0.7723214285714286,0.6964285714285714,0.2991071428571428,0.1976249999999999,0.1816964285714285,0.8183035714285715,0.1226428571428571,0.0918214285714285,0.9081785714285715,0.3048780487804878,0.12195121951219512,0.5,0.2631578947368421,0.2682926829268293
BROADCOM INC,0.0,0.0163152777777777,0.3116187031507874,5.9518579748389,1.0,0.2276785714285714,0.19525,0.1478571428571428,0.2520892857142857,0.5089285714285714,0.7232142857142857,0.9961071428571429,0.9464285714285714,1.0,0.9508928571428572,0.4642857142857143,0.7723214285714286,0.7410714285714286,0.875,0.2991071428571428,0.7678571428571428,0.5535714285714286,0.9910714285714286,0.7589285714285714,0.7410714285714286,0.9464285714285714,0.7857142857142856,0.7946428571428572,0.5044642857142857,0.3431071428571429,0.1924285714285714,0.8075714285714286,0.2036607142857143,0.1093571428571428,0.8906428571428572,0.8292682926829268,0.14634146341463414,0.8292682926829268,0.7236842105263158,0.9146341463414634
Shopify Inc.,0.0,0.0142513888888888,0.4544964243966878,14.49451708881682,1.0,0.2098214285714286,0.1713392857142857,0.1039464285714285,0.1938928571428571,0.25,0.7008928571428572,0.9933928571428572,0.7857142857142856,0.7544642857142856,0.7946428571428572,0.375,0.7142857142857143,0.7232142857142857,1.0,0.3348214285714286,0.75,0.6160714285714286,0.9464285714285714,0.6964285714285714,0.9464285714285714,0.7232142857142857,0.7991071428571428,0.7366071428571428,0.3080357142857143,0.3290714285714285,0.2348392857142857,0.7651607142857143,0.1595357142857142,0.1152321428571428,0.8847678571428572,0.6280487804878049,0.06707317073170732,0.7439024390243902,0.3026315789473684,0.6951219512195121
SNOWFLAKE INC,0.0,0.0211041666666666,0.3975718767711002,7.48967726117093,1.0,0.1964285714285714,0.1199642857142857,0.1163214285714285,0.2266428571428571,0.0446428571428571,0.5982142857142857,0.9356071428571429,0.7232142857142857,0.7946428571428572,0.75,0.7142857142857143,0.7410714285714286,0.6160714285714286,0.9642857142857144,0.4866071428571428,0.7232142857142857,0.6875,0.7589285714285714,0.4642857142857143,0.7589285714285714,0.71875,0.7366071428571428,0.7142857142857143,0.4776785714285714,0.3440535714285714,0.2650357142857142,0.7349642857142857,0.1951071428571428,0.1732678571428571,0.8267321428571429,0.21341463414634146,0.04878048780487805,0.4146341463414634,0.19736842105263158,0.6341463414634146
"Intuitive Surgical, Inc.",0.0,0.0066527777777777,0.1431467040610786,3.0800636317653476,1.0,0.1964285714285714,0.1705714285714285,0.1154464285714285,0.1508571428571428,0.5178571428571428,0.7857142857142856,0.9988571428571429,0.7991071428571428,0.9732142857142856,0.9955357142857144,0.3035714285714286,0.75,0.75,1.0,0.2678571428571428,0.9553571428571428,0.625,0.9732142857142856,0.7857142857142856,0.7232142857142857,0.7767857142857144,0.9821428571428572,0.7366071428571428,0.4732142857142857,0.2163392857142857,0.1274821428571428,0.8725178571428572,0.1099464285714285,0.0366964285714285,0.9633035714285715,0.926829268292683,0.0975609756097561,0.8658536585365854,0.8026315789473685,0.24390243902439024
ARM Holdings plc,0.0,0.0132638888888888,0.2964685184533109,6.626531869362183,1.0,0.0580357142857143,0.1602678571428571,0.1161071428571428,0.2495892857142857,0.4642857142857143,0.6071428571428572,0.9985714285714286,0.7857142857142856,0.9866071428571428,0.7901785714285714,0.4821428571428571,0.6741071428571428,0.7321428571428572,0.7678571428571428,0.7455357142857143,0.7410714285714286,0.7410714285714286,0.7589285714285714,0.7142857142857143,0.9553571428571428,0.7366071428571428,0.8080357142857144,0.5,0.6383928571428572,0.3102142857142857,0.2557857142857143,0.7442142857142857,0.1802678571428571,0.1923392857142857,0.8076607142857143,0.7621951219512195,0.08536585365853659,0.8414634146341463,0.17105263157894737,0.3170731707317073
CROWDSTRIKE HOLDINGS INC,0.0,0.0605513888888888,0.8821999681596298,12.85316155586424,1.0,0.0491071428571428,0.1741428571428571,0.1278035714285714,0.215875,0.2857142857142857,0.6026785714285714,0.9666071428571429,0.875,0.9866071428571428,0.7946428571428572,0.75,0.7410714285714286,0.7053571428571428,1.0,0.4508928571428572,0.75,0.4732142857142857,0.875,0.4642857142857143,0.7767857142857144,0.7455357142857143,0.78125,0.75,0.4732142857142857,0.294375,0.2413928571428571,0.7586071428571429,0.1759821428571428,0.1438035714285714,0.8561964285714286,0.3170731707317073,0.036585365853658534,0.8048780487804879,0.47368421052631576,0.8170731707317073
