Asset,w,Alpha,t-value,iKelly-weight,hard-sell,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,Bright Future Score100,Short-Term Upside Score100,Mispricing Score100,1-Month +10% Higher Probability100,1-Month -10% Lower Probability100,1-Month -10% Lower Score100,1-Month +20% Higher Probability100,1-Month -20% Lower Probability100,1-Month -20% Lower Score100,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
ZSCALER INC,0.018266734766135967,0.0479027777777777,0.9088214543153168,17.242349486608916,0.0,0.2232142857142857,0.3259642857142857,0.1602499999999999,0.2433928571428571,0.2857142857142857,0.4910714285714286,0.9078214285714286,0.8035714285714286,0.9553571428571428,0.75,0.7321428571428571,0.7410714285714286,0.75,0.9732142857142856,0.4553571428571428,0.75,0.6875,0.75,0.7053571428571428,0.7410714285714286,0.7678571428571428,0.7678571428571428,0.5357142857142857,0.5044642857142857,0.5329285714285714,0.1818571428571428,0.8181428571428572,0.2514285714285714,0.1326071428571428,0.8673928571428572,0.7621951219512195,0.18292682926829268,0.6097560975609756,0.7828947368421053,0.5853658536585366
OKTA INC,0.018260521373855497,0.0032819444444444,0.0787007279603083,1.8872362668926683,0.0,0.2633928571428572,0.3583928571428572,0.1232142857142857,0.1752142857142857,0.2767857142857143,0.5,0.9780714285714286,0.75,0.75,0.7410714285714286,0.5535714285714286,0.7142857142857143,0.5,0.8035714285714286,0.75,0.7053571428571428,0.7053571428571428,0.75,0.5178571428571428,0.75,0.7321428571428572,0.7410714285714286,0.5089285714285714,0.6964285714285714,0.2634285714285714,0.2906428571428571,0.7093571428571429,0.2139642857142857,0.1824642857142857,0.8175357142857143,0.2682926829268293,0.4024390243902439,0.34146341463414637,0.5657894736842105,0.2682926829268293
"Airbnb, Inc.",0.01811571764151155,0.0014499999999999,0.0444767534286524,1.3642631693470002,0.0,0.28125,0.3216071428571428,0.0835,0.1405357142857143,0.25,0.5267857142857143,0.9816071428571429,0.7321428571428572,0.7946428571428572,0.7410714285714286,0.4285714285714286,0.5267857142857143,0.7232142857142857,0.9464285714285714,0.6785714285714286,0.75,0.2589285714285714,0.7678571428571428,0.7321428571428572,0.9642857142857144,0.7142857142857143,0.7544642857142856,0.5,0.5223214285714286,0.3610357142857143,0.2801785714285714,0.7198214285714286,0.1650357142857142,0.1864642857142857,0.8135357142857143,0.5365853658536586,0.4878048780487805,0.4878048780487805,0.5263157894736842,0.036585365853658534
ON SEMICONDUCTOR CORP,0.017915079161687344,0.0051708333333333,0.1060694914682504,2.175807320612395,0.0,0.2991071428571428,0.2578571428571428,0.1129642857142857,0.15625,0.375,0.4821428571428572,0.9642857142857143,0.7410714285714286,0.9732142857142856,0.75,0.5178571428571429,0.7142857142857143,0.75,0.7678571428571428,0.6964285714285714,0.7410714285714286,0.7321428571428572,0.7678571428571428,0.5089285714285714,0.5089285714285714,0.7232142857142857,0.75,0.5,0.5357142857142857,0.2861785714285714,0.2892499999999999,0.7107500000000001,0.1798214285714285,0.2700357142857143,0.7299642857142856,0.7195121951219512,0.6097560975609756,0.4146341463414634,0.6710526315789473,0.07317073170731707
APPLOVIN CORP,0.017755973590077842,0.0184166666666666,0.4190463748664105,9.534834260018838,0.0,0.21875,0.3191071428571428,0.1378928571428571,0.2476071428571428,0.2321428571428571,0.4821428571428572,0.9583928571428572,0.7053571428571428,0.9910714285714286,0.7678571428571428,0.3392857142857143,0.7053571428571428,0.4821428571428572,0.75,0.6875,0.7232142857142857,0.2589285714285714,0.9553571428571428,0.4196428571428572,0.9553571428571428,0.7410714285714286,0.6830357142857143,0.7008928571428572,0.5,0.5717142857142857,0.2628214285714286,0.7371785714285715,0.2927857142857142,0.1888928571428571,0.8111071428571429,0.08536585365853659,0.14634146341463414,0.5,0.3157894736842105,0.8780487804878049
Li Auto Inc.,0.017698329288648434,0.0250986111111111,0.6655718161325214,17.649814982544346,0.0,0.4776785714285714,0.3308928571428571,0.1292857142857142,0.1885357142857142,0.2410714285714286,0.4732142857142857,0.9071428571428573,0.5089285714285714,0.3928571428571428,0.7410714285714286,0.4464285714285714,0.4910714285714286,0.5357142857142857,0.75,0.75,0.7410714285714286,0.7142857142857143,0.7321428571428572,0.4821428571428572,0.4910714285714286,0.6964285714285714,0.7276785714285714,0.4553571428571428,0.5446428571428572,0.2473214285714285,0.3633928571428571,0.6366071428571429,0.1885714285714285,0.2755714285714286,0.7244285714285714,0.35365853658536583,0.7926829268292683,0.06097560975609756,0.4473684210526316,0.10975609756097561
"Bill.com Holdings, Inc.",0.01743522832224538,0.0001805555555555,0.0043599289589871,0.1052805075364533,0.0,0.3035714285714286,0.3405357142857143,0.1182142857142857,0.1653928571428571,0.2410714285714286,0.4642857142857143,0.93125,0.7232142857142857,0.7589285714285714,0.6964285714285714,0.4821428571428571,0.5267857142857143,0.7321428571428572,0.75,0.7589285714285714,0.7053571428571428,0.7142857142857143,0.7321428571428572,0.4642857142857143,0.7321428571428572,0.7410714285714286,0.7098214285714286,0.4910714285714286,0.5446428571428572,0.2875357142857143,0.3028214285714286,0.6971785714285714,0.1898214285714285,0.2679285714285714,0.7320714285714286,0.36585365853658536,0.7195121951219512,0.18292682926829268,0.2894736842105263,0.12195121951219512
Sea Limited,0.017379731473997195,0.0138333333333333,0.3611579605535348,9.429041383459415,0.0,0.2723214285714286,0.3821428571428572,0.1269642857142857,0.25,0.2589285714285714,0.4910714285714286,0.9656428571428572,0.5446428571428572,0.6428571428571428,0.6071428571428572,0.7321428571428571,0.6875,0.5357142857142857,0.7589285714285714,0.7589285714285714,0.5,0.4910714285714286,0.7321428571428572,0.4553571428571428,0.7232142857142857,0.6964285714285714,0.7366071428571428,0.5133928571428572,0.4955357142857143,0.4565000000000001,0.3302857142857142,0.6697142857142858,0.3484285714285714,0.1962857142857142,0.8037142857142858,0.0975609756097561,0.3780487804878049,0.12195121951219512,0.48026315789473684,0.6585365853658537
ACM Research Inc.,0.016669562782559637,0.0575138888888888,0.7350334361356246,9.393803178239244,0.0,0.3035714285714286,0.3614285714285714,0.1376785714285714,0.1571785714285714,0.25,0.4732142857142857,0.8871428571428572,0.7410714285714286,0.7946428571428572,0.7142857142857143,0.7321428571428571,0.7232142857142857,0.5,0.75,0.5089285714285714,0.7410714285714286,0.7053571428571428,0.7321428571428572,0.3035714285714286,0.5089285714285714,0.7232142857142857,0.5491071428571428,0.5401785714285714,0.5535714285714286,0.5363928571428571,0.2862857142857142,0.7137142857142857,0.3059285714285714,0.2544642857142857,0.7455357142857143,0.25609756097560976,0.6463414634146342,0.1951219512195122,0.5526315789473685,0.7804878048780488
Global X Robotics & Artificial Intelligence ETF,0.016391262132446613,0.0031388888888888,0.1195113996601155,4.550328206671812,0.0,0.2276785714285714,0.2642857142857143,0.1315714285714285,0.1537499999999999,0.0267857142857143,0.4642857142857143,0.9800714285714286,0.5446428571428572,0.7589285714285714,0.5446428571428572,0.4285714285714286,0.7232142857142857,0.7142857142857143,0.7767857142857144,0.5178571428571428,0.625,0.4910714285714286,0.7410714285714286,0.5267857142857143,0.7142857142857143,0.7053571428571428,0.78125,0.5446428571428572,0.4776785714285714,0.2784285714285714,0.1844285714285714,0.8155714285714286,0.1304999999999999,0.14075,0.8592500000000001,0.24390243902439024,0.13414634146341464,0.21951219512195122,0.05263157894736842,0.21951219512195122
BLOCK INC,0.016260585284055606,0.0080277777777777,0.2197322415002628,6.014398914776035,0.0,0.2901785714285714,0.26625,0.0821428571428571,0.1339285714285714,0.2410714285714286,0.4732142857142857,0.9641071428571429,0.625,0.7767857142857144,0.6160714285714286,0.3571428571428571,0.6964285714285714,0.3214285714285714,0.7678571428571428,0.5446428571428572,0.6071428571428572,0.3660714285714286,0.75,0.4375,0.7142857142857143,0.6964285714285714,0.6875,0.5223214285714286,0.53125,0.2821428571428571,0.2453571428571428,0.7546428571428572,0.1935714285714286,0.1817857142857143,0.8182142857142857,0.06097560975609756,0.5121951219512195,0.15853658536585366,0.27631578947368424,0.06097560975609756
KUAISHOU TECHNOLOGY,0.0,0.0027986111111111,0.0789499729640585,2.2272112785798557,1.0,0.59375,0.3964285714285714,0.1423571428571428,0.1646428571428571,0.2410714285714286,0.5,0.9578571428571429,0.625,0.9464285714285714,0.7410714285714286,0.5892857142857143,0.7142857142857143,0.6964285714285714,0.7589285714285714,0.7053571428571428,0.6875,0.5535714285714286,0.7857142857142856,0.5178571428571428,0.7410714285714286,0.5267857142857143,0.5133928571428572,0.5357142857142857,0.6785714285714286,0.5338571428571428,0.2485714285714285,0.7514285714285716,0.2329642857142857,0.1660714285714285,0.8339285714285715,0.2926829268292683,0.9146341463414634,0.2073170731707317,0.48026315789473684,0.7073170731707317
NICE Ltd.,0.0,0.0019875,0.0522631909353027,1.3743100008754243,0.0,0.5669642857142857,0.6335714285714286,0.1657499999999999,0.147,0.75,0.7232142857142857,0.9883214285714286,0.7946428571428572,0.8035714285714286,0.9642857142857144,,0.6785714285714286,0.7410714285714286,0.7857142857142856,0.7589285714285714,0.7321428571428572,0.7232142857142857,0.75,0.7857142857142856,0.75,0.7767857142857144,0.7633928571428572,0.5044642857142857,0.75,0.3620714285714285,0.3166428571428571,0.6833571428571429,0.2015714285714286,0.2723571428571428,0.7276428571428573,0.8048780487804879,0.9878048780487805,0.6707317073170732,,0.6097560975609756
FPT Corporation,0.0,0.0288194444444444,0.6170321337347447,13.21082558670368,0.0,0.5178571428571428,0.6407142857142857,0.1790357142857143,0.2002857142857143,0.75,0.7142857142857143,0.9867142857142858,0.7589285714285714,0.875,0.75,0.6785714285714286,0.6785714285714286,0.7321428571428572,0.7767857142857144,0.7410714285714286,0.7589285714285714,0.7410714285714286,0.7410714285714286,0.7232142857142857,0.7410714285714286,0.75,0.7901785714285714,0.5535714285714286,0.6651785714285714,0.551,0.1768571428571428,0.8231428571428572,0.2862142857142857,0.1400357142857143,0.8599642857142857,0.8536585365853658,0.9634146341463414,0.524390243902439,1.0,0.9634146341463414
Alibaba Group Holding Ltd.,0.0,-0.0232361111111111,-0.5192553999550498,-11.603756286633873,1.0,0.5089285714285714,0.2258928571428571,0.0844642857142857,0.08025,0.2857142857142857,0.4642857142857143,0.9815,0.5357142857142857,0.7946428571428572,0.7053571428571428,,0.7410714285714286,0.4910714285714286,0.7589285714285714,0.3125,0.5,0.5,0.8035714285714286,0.5267857142857143,0.7321428571428572,0.5089285714285714,0.6964285714285714,0.5178571428571428,0.7276785714285714,0.4999285714285715,0.2181785714285714,0.7818214285714287,0.26075,0.1403928571428571,0.8596071428571429,0.13414634146341464,0.8658536585365854,0.17073170731707318,,0.08536585365853659
MediaTek Inc.,0.0,0.0057888888888888,0.1652586614436184,4.717731797298051,0.0,0.5044642857142857,0.3953571428571428,0.1317857142857142,0.1372142857142857,0.4553571428571428,0.5535714285714286,0.9974285714285716,0.7142857142857143,0.9553571428571428,0.7321428571428572,0.6428571428571429,0.5535714285714286,0.7589285714285714,0.75,0.625,0.7589285714285714,0.6964285714285714,0.7589285714285714,0.5535714285714286,0.7321428571428572,0.7410714285714286,0.7901785714285714,0.5401785714285714,0.7098214285714286,0.4173214285714286,0.2543214285714286,0.7456785714285714,0.2788571428571428,0.1769642857142856,0.8230357142857144,0.7926829268292683,0.9390243902439024,0.3780487804878049,0.6447368421052632,0.6463414634146342
"Baidu, Inc.",0.0,-0.0225638888888888,-0.4915959528408302,-10.71032489299694,0.0,0.5,0.2203571428571428,0.0506785714285714,0.07625,0.25,0.4732142857142857,0.9738571428571429,0.5267857142857143,0.7678571428571428,0.6964285714285714,,0.5357142857142857,0.5267857142857143,0.75,0.7589285714285714,0.625,0.4732142857142857,0.7589285714285714,0.5,0.6964285714285714,0.6160714285714286,0.5401785714285714,0.5133928571428572,0.6964285714285714,0.3401785714285714,0.23775,0.76225,0.2362142857142857,0.1860357142857142,0.8139642857142858,0.12195121951219512,0.8902439024390244,0.07317073170731707,,0.024390243902439025
Progyny Inc.,0.0,0.0121055555555555,0.1958548558484618,3.1687207070655896,0.0,0.4821428571428572,0.3797857142857143,0.1252142857142857,0.1627499999999999,0.4732142857142857,0.6964285714285714,0.9813571428571429,0.7589285714285714,0.5892857142857143,0.7589285714285714,0.5178571428571429,0.7053571428571428,0.5892857142857143,0.75,0.75,0.7410714285714286,0.7232142857142857,0.625,0.4821428571428572,0.7678571428571428,0.7767857142857144,0.7589285714285714,0.5133928571428572,0.6383928571428572,0.3426428571428571,0.2950714285714285,0.7049285714285716,0.2533214285714285,0.2026785714285714,0.7973214285714286,0.43902439024390244,0.9512195121951219,0.43902439024390244,0.9736842105263158,0.43902439024390244
TENCENT HOLDINGS LTD,0.0,-0.0134444444444444,-0.3582243857517301,-9.544813181197018,0.0,0.4776785714285714,0.34525,0.0989285714285714,0.1158214285714285,0.2767857142857143,0.4732142857142857,0.9950357142857142,0.75,0.9910714285714286,0.7767857142857144,,0.7053571428571428,0.5535714285714286,0.9910714285714286,0.7053571428571428,0.7410714285714286,0.4821428571428572,0.7232142857142857,0.7142857142857143,0.7857142857142856,0.7232142857142857,0.7366071428571428,0.53125,0.6785714285714286,0.2973571428571428,0.1773928571428571,0.8226071428571429,0.1968571428571428,0.12425,0.87575,0.3780487804878049,0.8414634146341463,0.6341463414634146,,0.0975609756097561
"Marathon Digital Holdings, Inc.",0.0,0.0053277777777777,0.0709501837111006,0.9448458210166916,1.0,0.46875,0.2458928571428571,0.1382142857142857,0.1535714285714285,0.0,0.2946428571428572,0.7633928571428572,0.375,0.1696428571428571,0.2678571428571428,0.2857142857142857,0.7053571428571428,0.4732142857142857,0.7053571428571428,0.7142857142857143,0.5535714285714286,0.4553571428571428,0.7410714285714286,0.2767857142857143,0.2946428571428572,0.5089285714285714,0.4732142857142857,0.5223214285714286,0.5133928571428572,0.5901071428571428,0.2989285714285714,0.7010714285714286,0.3841785714285714,0.2566071428571428,0.7433928571428572,0.04878048780487805,0.7317073170731707,0.012195121951219513,0.15789473684210525,0.524390243902439
VanEck Solana ETN,0.0,0.0399597222222222,0.6423381895448914,10.325355803358324,1.0,0.4375,0.3921428571428571,0.1677142857142857,0.1978571428571428,0.0,0.3035714285714286,0.9645,0.5446428571428572,0.6785714285714286,0.5089285714285714,0.4107142857142857,0.5892857142857143,0.4910714285714286,0.75,0.7053571428571428,0.5267857142857143,0.4910714285714286,0.2946428571428572,0.4910714285714286,0.7410714285714286,0.6875,0.6919642857142857,0.4955357142857143,0.5223214285714286,0.5949285714285715,0.2278571428571428,0.7721428571428572,0.375,0.2496785714285714,0.7503214285714286,0.10975609756097561,0.7073170731707317,0.0975609756097561,0.039473684210526314,0.7195121951219512
3IQ ETHER STAKING ETF,0.0,0.0061597222222222,0.1025666948869384,1.7078573546836155,1.0,0.4241071428571428,0.32375,0.0915714285714285,0.0963928571428571,0.0267857142857143,0.375,0.9423928571428573,0.4732142857142857,0.0446428571428571,0.5,,0.5089285714285714,0.5446428571428572,0.7678571428571428,0.6785714285714286,0.5446428571428572,0.4910714285714286,0.375,0.7410714285714286,0.75,0.5446428571428572,0.7098214285714286,0.4955357142857143,0.5178571428571428,0.3904642857142857,0.2541071428571428,0.7458928571428571,0.18375,0.1865,0.8135,0.2804878048780488,0.6707317073170732,0.08536585365853659,,0.04878048780487805
"Micron Tech, Inc.",0.0,0.0006111111111111,0.0145405671582413,0.3459732435545323,0.0,0.3392857142857143,0.6478571428571428,0.1310357142857142,0.1874285714285714,0.2589285714285714,0.7142857142857143,0.9850714285714286,0.625,0.9732142857142856,0.5357142857142857,,0.8035714285714286,0.7410714285714286,0.75,0.2410714285714286,0.7410714285714286,0.6964285714285714,0.9642857142857144,0.6875,0.5089285714285714,0.7321428571428572,0.7767857142857144,0.625,0.5357142857142857,0.6692857142857143,0.2317142857142857,0.7682857142857142,0.4101428571428572,0.1236071428571428,0.8763928571428572,0.6707317073170732,0.7439024390243902,0.2926829268292683,,0.975609756097561
iShares Ethereum Trust ETF,0.0,0.0352916666666666,0.5355359251130529,8.126528276364393,1.0,0.3080357142857143,0.4228571428571428,0.1260892857142857,0.1533928571428571,0.0267857142857143,0.2767857142857143,0.9453214285714286,0.7321428571428572,0.0357142857142857,0.5178571428571428,0.3214285714285714,0.3303571428571428,0.7053571428571428,0.7946428571428572,0.7410714285714286,0.7589285714285714,0.5267857142857143,0.7678571428571428,0.7321428571428572,0.7410714285714286,0.6160714285714286,0.6339285714285714,0.5,0.4866071428571428,0.3876071428571429,0.2448214285714285,0.7551785714285715,0.1943214285714285,0.1931785714285714,0.8068214285714286,0.6829268292682927,0.5975609756097561,0.13414634146341464,0.07894736842105263,0.3780487804878049
"Confluent, Inc.",0.0,0.0328263888888888,0.71611664257956,15.622280218370353,1.0,0.2857142857142857,0.3544642857142857,0.1191071428571428,0.1906785714285714,0.2142857142857143,0.4642857142857143,0.7764285714285715,0.7321428571428572,0.7857142857142856,0.7142857142857143,0.5357142857142857,0.6964285714285714,0.6696428571428572,0.7767857142857144,0.6160714285714286,0.7232142857142857,0.5535714285714286,0.7410714285714286,0.4464285714285714,0.7053571428571428,0.7410714285714286,0.7366071428571428,0.5267857142857143,0.5446428571428572,0.5136071428571429,0.2316071428571428,0.7683928571428572,0.27675,0.2399285714285714,0.7600714285714286,0.18292682926829268,0.5609756097560976,0.24390243902439024,0.3815789473684211,0.573170731707317
Atlassian Corporation Plc,0.0,0.0163263888888888,0.3680876927353299,8.298745697245206,1.0,0.28125,0.2235714285714286,0.1393214285714285,0.1748214285714285,0.4464285714285714,0.4732142857142857,0.8676071428571429,0.8035714285714286,0.75,0.8035714285714286,0.5178571428571429,0.5357142857142857,0.7410714285714286,0.875,0.7410714285714286,0.75,0.7410714285714286,0.7589285714285714,0.2857142857142857,0.7767857142857144,0.75,0.7767857142857144,0.5223214285714286,0.71875,0.2726428571428571,0.3508214285714285,0.6491785714285715,0.2604285714285714,0.2551071428571428,0.7448928571428572,0.6280487804878049,0.6341463414634146,0.6463414634146342,0.868421052631579,0.32926829268292684
"DexCom, Inc.",0.0,0.0110555555555555,0.2110624904239259,4.029410791714056,0.0,0.28125,0.6368571428571428,0.13925,0.1902857142857142,0.5,0.5178571428571428,0.9851785714285715,0.7678571428571428,0.7410714285714286,0.7857142857142856,0.3214285714285714,0.7410714285714286,0.6785714285714286,1.0,0.75,0.7321428571428572,0.75,0.9464285714285714,0.6875,0.5446428571428572,0.7410714285714286,0.8482142857142856,0.4866071428571428,0.6964285714285714,0.2933571428571428,0.3343214285714285,0.6656785714285716,0.26675,0.1798214285714285,0.8201785714285715,0.5975609756097561,0.6219512195121951,0.5365853658536586,0.7368421052631579,0.5487804878048781
Lam Research Corporation,0.0,0.0190833333333333,0.4005612461351394,8.407824204646412,0.0,0.2767857142857143,0.4362857142857143,0.0755357142857142,0.1597142857142857,0.2946428571428572,0.5178571428571428,0.9947857142857143,0.7946428571428572,0.9732142857142856,0.75,0.5178571428571429,0.75,0.7767857142857144,0.8035714285714286,0.3035714285714286,0.7678571428571428,0.5535714285714286,0.9464285714285714,0.7589285714285714,0.625,0.75,0.875,0.53125,0.6875,0.6026071428571429,0.1578571428571428,0.8421428571428572,0.3695357142857142,0.1218571428571428,0.8781428571428572,0.9146341463414634,0.524390243902439,0.6585365853658537,0.5,0.5121951219512195
ADYEN NV,0.0,0.0064833333333333,0.1226244927590885,2.319295561607776,0.0,0.2767857142857143,0.4510714285714286,0.1186785714285714,0.1889285714285714,0.4464285714285714,0.5357142857142857,0.9983571428571429,0.7589285714285714,0.7946428571428572,0.9553571428571428,0.5357142857142857,0.5267857142857143,0.7410714285714286,0.9732142857142856,0.7053571428571428,0.7589285714285714,0.5267857142857143,0.7321428571428572,0.7589285714285714,0.9910714285714286,0.7410714285714286,0.8035714285714286,0.5357142857142857,0.5357142857142857,0.5959285714285714,0.2425357142857142,0.7574642857142858,0.30975,0.1478571428571428,0.8521428571428572,0.7804878048780488,0.47560975609756095,0.7439024390243902,0.5394736842105263,0.7987804878048781
VanEck Crypto Leaders ETN,0.0,0.0075277777777777,0.1303680594231138,2.2577487566012837,1.0,0.2723214285714286,0.2191071428571428,0.098,0.1442857142857143,0.0,0.25,0.9230357142857143,0.2857142857142857,0.2410714285714286,0.2767857142857143,0.4285714285714286,0.2946428571428572,0.5,0.5446428571428572,0.6964285714285714,0.7232142857142857,0.25,0.2857142857142857,0.5267857142857143,0.75,0.5,0.5178571428571428,0.4776785714285714,0.46875,0.3281428571428572,0.2707857142857143,0.7292142857142857,0.1943214285714285,0.2523214285714286,0.7476785714285714,0.15853658536585366,0.3170731707317073,0.04878048780487805,0.06578947368421052,0.012195121951219513
RUBRIK INC-A,0.0,0.019375,0.4325459276381186,9.65656668471332,1.0,0.2678571428571428,0.3557142857142857,0.1486071428571428,0.2653571428571428,0.2410714285714286,0.375,0.86,0.7410714285714286,0.8035714285714286,0.7410714285714286,0.5535714285714286,0.7232142857142857,0.7321428571428572,0.7767857142857144,0.5446428571428572,0.7321428571428572,0.7232142857142857,0.75,0.5178571428571428,0.7410714285714286,0.7142857142857143,0.5491071428571428,0.5401785714285714,0.7098214285714286,0.3683571428571429,0.2432857142857143,0.7567142857142857,0.3307857142857143,0.1759642857142857,0.8240357142857143,0.5609756097560976,0.4634146341463415,0.2682926829268293,0.35526315789473684,0.7682926829268293
CRISPR Therapeutics AG,0.0,0.0176111111111111,0.3383993744449627,6.502379997619424,1.0,0.2633928571428572,0.2482142857142857,0.0966071428571428,0.3416071428571428,0.0357142857142857,0.2946428571428572,0.8451071428571428,0.625,0.7232142857142857,0.4017857142857143,0.6964285714285714,0.7232142857142857,0.6964285714285714,0.9553571428571428,0.5267857142857143,0.7321428571428572,0.6964285714285714,0.75,0.5,0.2589285714285714,0.7142857142857143,0.7455357142857143,0.5357142857142857,0.5401785714285714,0.4350714285714286,0.2586071428571428,0.7413928571428572,0.2777857142857143,0.2522857142857143,0.7477142857142858,0.4268292682926829,0.32926829268292684,0.10975609756097561,0.18421052631578946,0.49390243902439024
Enovix Corporation,0.0,0.0061944444444444,0.0675112836922003,0.7357840507967502,1.0,0.2633928571428572,0.2075,0.1830357142857143,0.3941785714285714,0.1964285714285714,0.2946428571428572,0.5314285714285714,0.5178571428571428,0.5,0.4642857142857143,0.6785714285714286,0.3035714285714286,0.6964285714285714,0.75,0.7142857142857143,0.5267857142857143,0.7321428571428572,0.6964285714285714,0.2321428571428571,0.2767857142857143,0.5267857142857143,0.6964285714285714,0.4910714285714286,0.5580357142857143,0.3960000000000001,0.3523571428571428,0.6476428571428572,0.3344285714285714,0.2779642857142857,0.7220357142857143,0.1951219512195122,0.2804878048780488,0.036585365853658534,0.23026315789473684,0.47560975609756095
iShares Bitcoin Trust ETF,0.0,0.0145972222222222,0.2485331507412328,4.2315398147005086,1.0,0.2410714285714286,0.4405357142857143,0.11875,0.1453214285714285,0.0178571428571428,0.2767857142857143,0.9696428571428573,0.5446428571428572,0.0178571428571428,0.4910714285714286,0.5,0.3660714285714286,0.7142857142857143,0.7857142857142856,0.7142857142857143,0.7767857142857144,0.2321428571428571,0.9464285714285714,0.75,0.8660714285714286,0.5446428571428572,0.6071428571428572,0.4866071428571428,0.4776785714285714,0.5628571428571428,0.2190714285714285,0.7809285714285715,0.2282142857142857,0.1519285714285714,0.8480714285714286,0.5853658536585366,0.21951219512195122,0.14634146341463414,0.02631578947368421,0.3170731707317073
ROBLOX CORP -CLASS A,0.0,0.0043874999999999,0.084103742462578,1.6121799421565024,1.0,0.2410714285714286,0.2260714285714286,0.1330357142857142,0.1785714285714285,0.0357142857142857,0.2410714285714286,0.8783928571428572,0.7589285714285714,0.6785714285714286,0.7410714285714286,0.5357142857142857,0.7410714285714286,0.4821428571428572,0.7767857142857144,0.4910714285714286,0.625,0.25,0.7767857142857144,0.3125,0.7410714285714286,0.7053571428571428,0.53125,0.5089285714285714,0.5357142857142857,0.3451785714285714,0.3418571428571428,0.6581428571428571,0.1961785714285714,0.2493214285714285,0.7506785714285715,0.036585365853658534,0.23170731707317074,0.23170731707317074,0.09868421052631579,0.24390243902439024
Next Generation Internet Innovation Index,0.0,0.0,,,1.0,0.2232142857142857,0.3175714285714285,0.1121428571428571,0.1675,0.0446428571428571,0.2946428571428572,0.8210357142857143,0.5089285714285714,0.8035714285714286,0.7410714285714286,0.3214285714285714,0.7321428571428572,0.6607142857142857,0.7857142857142856,0.4821428571428572,0.6964285714285714,0.6964285714285714,0.5178571428571428,0.5178571428571428,0.9464285714285714,0.7142857142857143,0.6964285714285714,0.5357142857142857,0.4642857142857143,0.2979285714285714,0.1916428571428571,0.8083571428571429,0.19475,0.1470357142857143,0.8529642857142857,0.3048780487804878,0.06097560975609756,0.3048780487804878,0.21052631578947367,0.1951219512195122
MICROSTRATEGY INC,0.0,0.0418888888888888,0.3145737992166624,2.3623609453115253,1.0,0.2142857142857143,0.1697857142857143,0.1123571428571428,0.2117857142857143,0.0,0.2410714285714286,0.7564285714285715,0.3839285714285714,0.3125,0.25,0.3214285714285714,0.5892857142857143,0.375,0.6875,0.7053571428571428,0.6875,0.25,0.75,0.2410714285714286,0.3125,0.5,0.2410714285714286,0.4955357142857143,0.5580357142857143,0.4834642857142857,0.3664285714285714,0.6335714285714287,0.2198571428571428,0.2948928571428571,0.7051071428571429,0.024390243902439025,0.07926829268292683,0.024390243902439025,0.09868421052631579,0.25609756097560976
PALO ALTO NETWORKS INC,0.0,0.0211111111111111,0.5189999710719941,12.759203840813562,1.0,0.2142857142857143,0.3094642857142857,0.11375,0.1722142857142857,0.5357142857142857,0.5357142857142857,0.9965,0.7946428571428572,0.9732142857142856,0.9464285714285714,0.6785714285714286,0.75,0.75,0.9821428571428572,0.5178571428571428,0.7410714285714286,0.7410714285714286,0.9553571428571428,0.7410714285714286,0.7589285714285714,0.7589285714285714,0.9375,0.5446428571428572,0.4821428571428572,0.3849642857142856,0.1928214285714286,0.8071785714285714,0.1602142857142857,0.1260357142857142,0.8739642857142857,0.8902439024390244,0.12195121951219512,0.8170731707317073,0.7105263157894737,0.2926829268292683
iShares Semiconductor ETF ,0.0,0.012425,0.3215712680500054,8.322581926381366,1.0,0.2098214285714286,0.3379285714285714,0.0722142857142857,0.1278214285714285,0.0446428571428571,0.4821428571428572,0.9981071428571429,0.7321428571428572,0.9642857142857144,0.75,0.4821428571428571,0.75,0.75,0.6607142857142857,0.2857142857142857,0.75,0.375,0.875,0.5446428571428572,0.375,0.6964285714285714,0.7633928571428572,0.5491071428571428,0.4732142857142857,0.2882142857142857,0.1854285714285714,0.8145714285714286,0.12675,0.1444285714285714,0.8555714285714286,0.5487804878048781,0.036585365853658534,0.36585365853658536,0.013157894736842105,0.18292682926829268
DATADOG INC,0.0,0.0355972222222222,0.8142175288070742,18.623649342021977,1.0,0.2008928571428571,0.3641785714285714,0.1682499999999999,0.2521428571428571,0.25,0.5089285714285714,0.9849642857142858,0.7589285714285714,0.9553571428571428,0.9553571428571428,0.5357142857142857,0.75,0.75,0.9821428571428572,0.5178571428571428,0.7321428571428572,0.7321428571428572,0.7678571428571428,0.6875,0.8660714285714286,0.75,0.78125,0.53125,0.4866071428571428,0.3833928571428571,0.1934642857142857,0.8065357142857144,0.2575714285714286,0.1602857142857142,0.8397142857142859,0.7439024390243902,0.07926829268292683,0.7317073170731707,0.3157894736842105,0.6341463414634146
