Asset,w,Alpha,t-value,iKelly-weight,hard-sell,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,Bright Future Score100,Short-Term Upside Score100,Mispricing Score100,1-Month +10% Higher Probability100,1-Month -10% Lower Probability100,1-Month +20% Higher Probability100,1-Month -20% Lower Probability100,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
APPLOVIN CORP,0.01769438003490567,0.0184166666666666,0.4190463748664105,9.534834260018838,0.0,0.2232142857142857,0.3620357142857143,0.1518214285714285,0.2365357142857142,0.2142857142857143,0.4642857142857143,0.9633571428571429,0.75,0.9642857142857144,0.7678571428571428,0.3392857142857143,0.7767857142857144,0.4821428571428572,0.7857142857142856,0.2232142857142857,0.7232142857142857,0.2321428571428571,0.9553571428571428,0.4196428571428572,0.9464285714285714,0.7142857142857143,0.7321428571428572,0.7053571428571428,0.2857142857142857,0.6082142857142857,0.1896785714285714,0.4041785714285714,0.14725,0.08536585365853659,0.0975609756097561,0.5853658536585366,0.27631578947368424,0.8902439024390244
BLOCK INC,0.01764795018634413,0.0080277777777777,0.2197322415002628,6.014398914776035,0.0,0.3928571428571428,0.3014285714285714,0.0751428571428571,0.1367857142857143,0.2232142857142857,0.5,0.9646428571428572,0.6964285714285714,0.7767857142857144,0.7053571428571428,0.3571428571428571,0.7053571428571428,0.6071428571428572,0.7589285714285714,0.625,0.5089285714285714,0.4732142857142857,0.75,0.4375,0.7410714285714286,0.7053571428571428,0.7410714285714286,0.5267857142857143,0.7053571428571428,0.3186071428571428,0.2371428571428571,0.1663928571428571,0.1897857142857142,0.0975609756097561,0.524390243902439,0.1951219512195122,0.5,0.10975609756097561
GITLAB INC,0.017606136442308695,0.0263611111111111,0.5853677807263284,12.99852033050454,0.0,0.2946428571428572,0.2671428571428571,0.15875,0.1922857142857142,0.2678571428571428,0.4821428571428572,0.9324285714285715,0.7053571428571428,0.9642857142857144,0.75,0.6071428571428571,0.6964285714285714,0.7142857142857143,0.7589285714285714,0.5446428571428572,0.6964285714285714,0.7232142857142857,0.75,0.2589285714285714,0.7321428571428572,0.7321428571428572,0.7410714285714286,0.5089285714285714,0.7232142857142857,0.3699642857142857,0.2818571428571428,0.204,0.1718214285714285,0.32926829268292684,0.4634146341463415,0.34146341463414637,0.6052631578947368,0.45121951219512196
Sea Limited,0.017583906286482136,0.0138333333333333,0.3611579605535348,9.429041383459415,0.0,0.2857142857142857,0.4033928571428571,0.1344642857142857,0.2223928571428571,0.2321428571428571,0.4910714285714286,0.9674285714285715,0.5357142857142857,0.7142857142857143,0.6964285714285714,0.7321428571428571,0.7410714285714286,0.5446428571428572,0.7410714285714286,0.4910714285714286,0.5,0.5178571428571428,0.7321428571428572,0.4553571428571428,0.6964285714285714,0.6964285714285714,0.7142857142857143,0.7142857142857143,0.4732142857142857,0.38425,0.2272499999999999,0.2618571428571428,0.1935714285714286,0.10975609756097561,0.24390243902439024,0.10975609756097561,0.35526315789473684,0.9146341463414634
"Bill.com Holdings, Inc.",0.017356147457463392,0.0001805555555555,0.0043599289589871,0.1052805075364533,0.0,0.2946428571428572,0.2966071428571428,0.1033928571428571,0.1623214285714286,0.2410714285714286,0.4732142857142857,0.9239285714285715,0.7321428571428572,0.7589285714285714,0.75,0.4821428571428571,0.7053571428571428,0.75,0.7767857142857144,0.6964285714285714,0.7053571428571428,0.5535714285714286,0.7321428571428572,0.4642857142857143,0.75,0.7053571428571428,0.75,0.5089285714285714,0.7232142857142857,0.374,0.2553571428571428,0.2206071428571428,0.1662142857142857,0.45121951219512196,0.45121951219512196,0.36585365853658536,0.47368421052631576,0.1951219512195122
Global X Robotics & Artificial Intelligence ETF,0.0171695342611259,0.0031388888888888,0.1195113996601155,4.550328206671812,0.0,0.2857142857142857,0.2514285714285714,0.1306428571428571,0.1683928571428571,0.0535714285714286,0.4910714285714286,0.9945,0.5446428571428572,0.7767857142857144,0.7321428571428572,0.4285714285714286,0.7321428571428572,0.7232142857142857,0.7767857142857144,0.4732142857142857,0.625,0.4821428571428572,0.7410714285714286,0.5267857142857143,0.7410714285714286,0.7053571428571428,0.7321428571428572,0.7321428571428572,0.4821428571428572,0.2389642857142857,0.1753928571428571,0.1111428571428571,0.1098571428571428,0.25609756097560976,0.2682926829268293,0.18292682926829268,0.07894736842105263,0.25609756097560976
iShares Semiconductor ETF ,0.017156595448441708,0.012425,0.3215712680500054,8.322581926381366,0.0,0.2857142857142857,0.1917857142857143,0.0715357142857142,0.1255,0.0267857142857143,0.4553571428571428,0.999,0.7232142857142857,0.9732142857142856,0.7410714285714286,0.4821428571428571,0.7232142857142857,0.7321428571428572,0.75,0.2678571428571428,0.75,0.2946428571428572,0.875,0.5446428571428572,0.4464285714285714,0.7321428571428572,0.75,0.6964285714285714,0.4642857142857143,0.2281428571428571,0.1931428571428571,0.1296071428571428,0.1444642857142856,0.4268292682926829,0.2804878048780488,0.35365853658536583,0.013157894736842105,0.036585365853658534
Li Auto Inc.,0.017042222317151565,0.0250986111111111,0.6655718161325214,17.649814982544346,0.0,0.5089285714285714,0.2267857142857143,0.1435714285714285,0.2463214285714286,0.2589285714285714,0.4910714285714286,0.9313571428571429,0.5267857142857143,0.5982142857142857,0.7053571428571428,0.4464285714285714,0.4642857142857143,0.7053571428571428,0.7410714285714286,0.75,0.7321428571428572,0.7142857142857143,0.7321428571428572,0.4821428571428572,0.4732142857142857,0.6160714285714286,0.7321428571428572,0.3035714285714286,0.4553571428571428,0.2554642857142857,0.2827857142857143,0.1665714285714286,0.2167142857142857,0.43902439024390244,0.6707317073170732,0.08536585365853659,0.6447368421052632,0.12195121951219512
SNOWFLAKE INC,0.016422055099604604,0.0211041666666666,0.3975718767711002,7.48967726117093,0.0,0.2232142857142857,0.1735357142857142,0.1279642857142857,0.2186071428571429,0.0267857142857143,0.4821428571428572,0.9214285714285715,0.7321428571428572,0.9553571428571428,0.7410714285714286,0.7142857142857143,0.75,0.7142857142857143,0.9642857142857144,0.3035714285714286,0.7232142857142857,0.5267857142857143,0.7589285714285714,0.4642857142857143,0.7410714285714286,0.7053571428571428,0.7321428571428572,0.7142857142857143,0.5446428571428572,0.3402857142857142,0.2333571428571428,0.1700357142857142,0.0935714285714285,0.3170731707317073,0.12195121951219512,0.3902439024390244,0.32894736842105265,0.43902439024390244
Progyny Inc.,0.0,0.0121055555555555,0.1958548558484618,3.1687207070655896,0.0,0.7321428571428572,0.3817857142857143,0.1105357142857142,0.1485714285714285,0.5,0.7053571428571428,0.9926785714285715,0.7410714285714286,0.6607142857142857,0.7589285714285714,0.5178571428571429,0.75,0.7410714285714286,0.7857142857142856,0.7232142857142857,0.7142857142857143,0.7232142857142857,0.625,0.4821428571428572,0.7321428571428572,0.7589285714285714,0.75,0.5089285714285714,0.75,0.3648571428571429,0.2360714285714285,0.2073571428571428,0.1340357142857142,0.5121951219512195,0.9878048780487805,0.32926829268292684,0.9539473684210527,0.2804878048780488
NICE Ltd.,0.0,0.0019875,0.0522631909353027,1.3743100008754243,0.0,0.7321428571428572,0.6201785714285714,0.1493571428571428,0.1505357142857143,0.7410714285714286,0.5267857142857143,0.9813214285714286,0.7857142857142856,0.875,0.8035714285714286,,0.7410714285714286,0.75,0.8035714285714286,0.3392857142857143,0.75,0.7232142857142857,0.75,0.7857142857142856,0.7589285714285714,0.7767857142857144,0.7589285714285714,0.5267857142857143,0.9464285714285714,0.3455714285714286,0.1935,0.2567142857142857,0.1608928571428571,0.8902439024390244,0.975609756097561,0.6829268292682927,,0.6829268292682927
MediaTek Inc.,0.0,0.0057888888888888,0.1652586614436184,4.717731797298051,0.0,0.7232142857142857,0.3997142857142857,0.1343214285714285,0.1408928571428571,0.5,0.5,0.9951428571428572,0.7232142857142857,0.7946428571428572,0.75,0.6428571428571429,0.7410714285714286,0.75,0.7678571428571428,0.5178571428571428,0.7589285714285714,0.7053571428571428,0.7589285714285714,0.5535714285714286,0.6964285714285714,0.75,0.75,0.7053571428571428,0.7321428571428572,0.2724642857142857,0.2783571428571428,0.2167142857142857,0.1613214285714286,0.7317073170731707,0.9390243902439024,0.2804878048780488,0.5394736842105263,0.6707317073170732
KUAISHOU TECHNOLOGY,0.0,0.0027986111111111,0.0789499729640585,2.2272112785798557,1.0,0.7142857142857143,0.3916071428571428,0.1297142857142857,0.16375,0.2321428571428571,0.5267857142857143,0.9708928571428572,0.7053571428571428,0.7946428571428572,0.7232142857142857,0.5892857142857143,0.7321428571428572,0.7053571428571428,0.7857142857142856,0.6964285714285714,0.5446428571428572,0.4821428571428572,0.7857142857142856,0.5178571428571428,0.7589285714285714,0.5,0.7410714285714286,0.7410714285714286,0.7321428571428572,0.5942500000000001,0.1748571428571428,0.1762857142857142,0.1573928571428571,0.17073170731707318,0.8902439024390244,0.24390243902439024,0.6710526315789473,0.8292682926829268
"Micron Tech, Inc.",0.0,0.0006111111111111,0.0145405671582413,0.3459732435545323,0.0,0.6964285714285714,0.4381071428571428,0.1463214285714285,0.1946071428571428,0.2589285714285714,0.5267857142857143,0.979107142857143,0.5535714285714286,0.9732142857142856,0.625,,0.7946428571428572,0.75,0.7946428571428572,0.2589285714285714,0.7410714285714286,0.5446428571428572,0.9642857142857144,0.6875,0.2857142857142857,0.7321428571428572,0.7589285714285714,0.7589285714285714,0.7321428571428572,0.6231071428571429,0.1786071428571428,0.2232857142857142,0.11925,0.6463414634146342,0.9146341463414634,0.2926829268292683,,0.9634146341463414
FPT Corporation,0.0,0.0288194444444444,0.6170321337347447,13.21082558670368,0.0,0.6607142857142857,0.6371428571428571,0.1607857142857142,0.2014285714285714,0.7053571428571428,0.75,0.9881071428571429,0.75,0.9464285714285714,0.7589285714285714,0.6785714285714286,0.7410714285714286,0.7410714285714286,0.7857142857142856,0.75,0.75,0.7053571428571428,0.7410714285714286,0.7232142857142857,0.75,0.7589285714285714,0.75,0.5267857142857143,0.7410714285714286,0.2908571428571428,0.3661785714285714,0.3151785714285714,0.1492857142857143,0.6829268292682927,0.9512195121951219,0.5487804878048781,1.0,0.8536585365853658
"Baidu, Inc.",0.0,-0.0225638888888888,-0.4915959528408302,-10.71032489299694,0.0,0.6160714285714286,0.305,0.0709285714285714,0.0751071428571428,0.2678571428571428,0.5,0.9814285714285715,0.6339285714285714,0.7410714285714286,0.625,,0.75,0.6160714285714286,0.7321428571428572,0.2678571428571428,0.5089285714285714,0.4910714285714286,0.7589285714285714,0.5,0.5178571428571428,0.7053571428571428,0.5267857142857143,0.7410714285714286,0.6785714285714286,0.39575,0.2614285714285714,0.2473571428571429,0.1477142857142857,0.14634146341463414,0.8292682926829268,0.07317073170731707,,0.5487804878048781
VanEck Solana ETN,0.0,0.0399597222222222,0.6423381895448914,10.325355803358324,1.0,0.5892857142857143,0.3869642857142857,0.1667857142857143,0.20625,0.0,0.375,0.9625714285714286,0.625,0.4910714285714286,0.4464285714285714,0.4107142857142857,0.7589285714285714,0.5535714285714286,0.7589285714285714,0.6785714285714286,0.7142857142857143,0.5089285714285714,0.2946428571428572,0.4910714285714286,0.7589285714285714,0.5267857142857143,0.6964285714285714,0.4732142857142857,0.7232142857142857,0.557,0.2749642857142857,0.3626071428571428,0.3500357142857143,0.1951219512195122,0.8414634146341463,0.12195121951219512,0.10526315789473684,0.7560975609756098
TENCENT HOLDINGS LTD,0.0,-0.0134444444444444,-0.3582243857517301,-9.544813181197018,0.0,0.5267857142857143,0.20125,0.1055357142857142,0.113,0.4464285714285714,0.5089285714285714,0.9865000000000002,0.7321428571428572,0.875,0.7589285714285714,,0.7321428571428572,0.6875,0.9642857142857144,0.4642857142857143,0.7053571428571428,0.4732142857142857,0.7232142857142857,0.7142857142857143,0.7678571428571428,0.6964285714285714,0.7410714285714286,0.6964285714285714,0.5446428571428572,0.3070714285714285,0.1907142857142857,0.1489642857142857,0.12375,0.3048780487804878,0.7682926829268293,0.524390243902439,,0.07317073170731707
iShares Ethereum Trust ETF,0.0,0.0352916666666666,0.5355359251130529,8.126528276364393,1.0,0.5178571428571428,0.5980714285714286,0.1278214285714285,0.1556428571428571,0.0267857142857143,0.2857142857142857,0.9825357142857143,0.7053571428571428,0.2767857142857143,0.4821428571428572,0.3214285714285714,0.7321428571428572,0.7321428571428572,0.7678571428571428,0.7053571428571428,0.75,0.5267857142857143,0.7678571428571428,0.7321428571428572,0.75,0.6875,0.7232142857142857,0.3839285714285714,0.5267857142857143,0.2302499999999999,0.2623214285714285,0.15525,0.3060714285714285,0.6341463414634146,0.7804878048780488,0.13414634146341464,0.02631578947368421,0.2682926829268293
iShares Bitcoin Trust ETF,0.0,0.0145972222222222,0.2485331507412328,4.2315398147005086,1.0,0.5089285714285714,0.4975,0.147875,0.1341428571428571,0.0089285714285713,0.2946428571428572,0.9786071428571429,0.5267857142857143,0.0178571428571428,0.2946428571428572,0.5,0.7053571428571428,0.7232142857142857,0.9553571428571428,0.5,0.7589285714285714,0.2142857142857143,0.9464285714285714,0.75,0.9642857142857144,0.5267857142857143,0.5178571428571428,0.3214285714285714,0.4910714285714286,0.3217142857142857,0.1954642857142857,0.2010357142857143,0.2001428571428571,0.5914634146341463,0.6463414634146342,0.14634146341463414,0.05263157894736842,0.34146341463414637
Alibaba Group Holding Ltd.,0.0,-0.0232361111111111,-0.5192553999550498,-11.603756286633873,1.0,0.5089285714285714,0.2497142857142857,0.0854642857142857,0.0926071428571428,0.25,0.375,0.9840714285714286,0.5357142857142857,0.7946428571428572,0.7142857142857143,,0.6964285714285714,0.4910714285714286,0.7767857142857144,0.2767857142857143,0.5089285714285714,0.4821428571428572,0.8035714285714286,0.5267857142857143,0.7321428571428572,0.5267857142857143,0.5267857142857143,0.5446428571428572,0.7142857142857143,0.5441428571428572,0.1918928571428571,0.2053928571428571,0.1216071428571428,0.12195121951219512,0.7073170731707317,0.15853658536585366,,0.0975609756097561
"DexCom, Inc.",0.0,0.0110555555555555,0.2110624904239259,4.029410791714056,0.0,0.5,0.6320357142857143,0.1505714285714285,0.1909285714285714,0.4732142857142857,0.5357142857142857,0.9953928571428572,0.7767857142857144,0.7857142857142856,0.7857142857142856,0.3214285714285714,0.7410714285714286,0.7321428571428572,1.0,0.7767857142857144,0.75,0.7321428571428572,0.9464285714285714,0.6875,0.7053571428571428,0.7589285714285714,0.7678571428571428,0.3035714285714286,0.7589285714285714,0.2246428571428571,0.35125,0.1556071428571428,0.2305357142857143,0.6707317073170732,0.8658536585365854,0.5975609756097561,0.6842105263157895,0.47560975609756095
3IQ ETHER STAKING ETF,0.0,0.0061597222222222,0.1025666948869384,1.7078573546836155,1.0,0.4821428571428572,0.2544642857142857,0.0838571428571428,0.0807142857142857,0.0357142857142857,0.4464285714285714,0.9650357142857143,0.4732142857142857,0.0803571428571428,0.5267857142857143,,0.7232142857142857,0.6875,0.7232142857142857,0.5,0.5267857142857143,0.5089285714285714,0.375,0.7410714285714286,0.7321428571428572,0.5267857142857143,0.5357142857142857,0.3035714285714286,0.5,0.29525,0.3298928571428571,0.1532142857142857,0.3257857142857143,0.34146341463414637,0.573170731707317,0.06097560975609756,,0.012195121951219513
"Marathon Digital Holdings, Inc.",0.0,0.0053277777777777,0.0709501837111006,0.9448458210166916,1.0,0.4196428571428572,0.2333928571428571,0.1219285714285714,0.1466785714285714,0.0,0.2946428571428572,0.7676785714285714,0.375,0.1071428571428571,0.2589285714285714,0.2857142857142857,0.7321428571428572,0.4553571428571428,0.7232142857142857,0.6964285714285714,0.5357142857142857,0.4553571428571428,0.7410714285714286,0.2767857142857143,0.375,0.5178571428571428,0.5535714285714286,0.5089285714285714,0.7589285714285714,0.4428214285714286,0.2960714285714286,0.3731071428571428,0.248,0.024390243902439025,0.5853658536585366,0.012195121951219513,0.14473684210526316,0.2926829268292683
CRISPR Therapeutics AG,0.0,0.0176111111111111,0.3383993744449627,6.502379997619424,1.0,0.3303571428571428,0.1850714285714285,0.1442857142857143,0.3253928571428571,0.0089285714285713,0.375,0.8021428571428573,0.625,0.5982142857142857,0.5089285714285714,0.6964285714285714,0.7410714285714286,0.7053571428571428,0.9553571428571428,0.5357142857142857,0.6964285714285714,0.7053571428571428,0.75,0.5,0.0625,0.6964285714285714,0.7321428571428572,0.6696428571428572,0.7321428571428572,0.56575,0.2808571428571428,0.351,0.1970714285714285,0.35365853658536583,0.5487804878048781,0.0975609756097561,0.20394736842105263,0.7926829268292683
VanEck Crypto Leaders ETN,0.0,0.0075277777777777,0.1303680594231138,2.2577487566012837,1.0,0.3035714285714286,0.2628571428571428,0.1055357142857142,0.1560714285714285,0.0,0.2410714285714286,0.97425,0.4553571428571428,0.3660714285714286,0.3035714285714286,0.4285714285714286,0.6964285714285714,0.5446428571428572,0.625,0.7053571428571428,0.6964285714285714,0.25,0.2857142857142857,0.5267857142857143,0.6964285714285714,0.4910714285714286,0.3125,0.3839285714285714,0.5,0.2333214285714285,0.2749642857142857,0.1782142857142857,0.3130357142857142,0.13414634146341464,0.4024390243902439,0.036585365853658534,0.039473684210526314,0.024390243902439025
"Confluent, Inc.",0.0,0.0328263888888888,0.71611664257956,15.622280218370353,1.0,0.2946428571428572,0.3298214285714286,0.1326785714285714,0.21375,0.1964285714285714,0.4732142857142857,0.8433214285714286,0.75,0.7946428571428572,0.75,0.5357142857142857,0.4910714285714286,0.7232142857142857,0.7767857142857144,0.75,0.7053571428571428,0.5267857142857143,0.7410714285714286,0.4464285714285714,0.7142857142857143,0.7321428571428572,0.75,0.4910714285714286,0.7321428571428572,0.2859285714285714,0.3399285714285714,0.2356428571428571,0.2175714285714285,0.2682926829268293,0.5,0.4146341463414634,0.3815789473684211,0.4024390243902439
Lam Research Corporation,0.0,0.0190833333333333,0.4005612461351394,8.407824204646412,0.0,0.2946428571428572,0.62275,0.0881785714285714,0.1285357142857142,0.2767857142857143,0.7053571428571428,0.9921785714285715,0.7678571428571428,0.9821428571428572,0.7678571428571428,0.5178571428571429,0.75,0.7589285714285714,0.9732142857142856,0.2767857142857143,0.7767857142857144,0.7410714285714286,0.9464285714285714,0.7589285714285714,0.7053571428571428,0.7410714285714286,0.7946428571428572,0.5535714285714286,0.4017857142857143,0.4251071428571428,0.2152142857142857,0.2114642857142857,0.155,0.9878048780487805,0.3780487804878049,0.7195121951219512,0.7631578947368421,0.6219512195121951
Enovix Corporation,0.0,0.0061944444444444,0.0675112836922003,0.7357840507967502,1.0,0.2857142857142857,0.2546428571428571,0.23,0.4279642857142857,0.0535714285714286,0.2589285714285714,0.551607142857143,0.5267857142857143,0.7142857142857143,0.4732142857142857,0.6785714285714286,0.7232142857142857,0.5446428571428572,0.75,0.7589285714285714,0.4642857142857143,0.5,0.6964285714285714,0.2321428571428571,0.2857142857142857,0.6160714285714286,0.5178571428571428,0.5535714285714286,0.875,0.3171428571428571,0.3146785714285714,0.2073571428571428,0.2490714285714285,0.06097560975609756,0.4268292682926829,0.04878048780487805,0.20394736842105263,0.6951219512195121
RUBRIK INC-A,0.0,0.019375,0.4325459276381186,9.65656668471332,1.0,0.2678571428571428,0.2596428571428572,0.1308928571428571,0.2180357142857143,0.2678571428571428,0.375,0.8314285714285715,0.7857142857142856,0.9553571428571428,0.7410714285714286,0.5535714285714286,0.7142857142857143,0.7053571428571428,0.7589285714285714,0.5357142857142857,0.7232142857142857,0.7232142857142857,0.75,0.5178571428571428,0.7321428571428572,0.7410714285714286,0.75,0.6785714285714286,0.7321428571428572,0.3441428571428571,0.2525357142857142,0.2343571428571428,0.1704642857142857,0.5,0.3170731707317073,0.5365853658536586,0.5394736842105263,0.573170731707317
Atlassian Corporation Plc,0.0,0.0163263888888888,0.3680876927353299,8.298745697245206,1.0,0.2589285714285714,0.2525714285714285,0.1557142857142857,0.1898214285714285,0.4821428571428572,0.4464285714285714,0.84375,0.7767857142857144,0.7946428571428572,0.9642857142857144,0.5178571428571429,0.625,0.75,0.9642857142857144,0.75,0.7410714285714286,0.7321428571428572,0.7589285714285714,0.2857142857142857,0.6964285714285714,0.7232142857142857,0.75,0.4642857142857143,0.7767857142857144,0.3166785714285714,0.2431071428571428,0.1658214285714285,0.1558214285714285,0.6219512195121951,0.32926829268292684,0.573170731707317,0.8223684210526315,0.13414634146341464
Next Generation Internet Innovation Index,0.0,0.0,,,1.0,0.25,0.4497857142857143,0.115,0.1737142857142857,0.0267857142857143,0.2946428571428572,0.8297500000000001,0.5089285714285714,0.7589285714285714,0.6785714285714286,0.3214285714285714,0.7410714285714286,0.6964285714285714,0.7857142857142856,0.4910714285714286,0.6964285714285714,0.5357142857142857,0.5178571428571428,0.5178571428571428,0.9642857142857144,0.7232142857142857,0.75,0.5535714285714286,0.5,0.2457857142857143,0.181,0.2503571428571428,0.1529642857142857,0.2865853658536585,0.2073170731707317,0.25609756097560976,0.18421052631578946,0.4268292682926829
MICROSTRATEGY INC,0.0,0.0418888888888888,0.3145737992166624,2.3623609453115253,1.0,0.2232142857142857,0.16625,0.0559285714285714,0.2143928571428571,0.0,0.0446428571428571,0.7360714285714286,0.4642857142857143,0.6696428571428572,0.2767857142857143,0.3214285714285714,0.6875,0.5089285714285714,0.75,0.7053571428571428,0.5357142857142857,0.2589285714285714,0.75,0.2410714285714286,0.2946428571428572,0.4553571428571428,0.2410714285714286,0.5446428571428572,0.6875,0.41225,0.3365714285714286,0.2236428571428571,0.3005,0.012195121951219513,0.13414634146341464,0.024390243902439025,0.11842105263157894,0.36585365853658536
ROBLOX CORP -CLASS A,0.0,0.0043874999999999,0.084103742462578,1.6121799421565024,1.0,0.2142857142857143,0.2858928571428571,0.1330357142857142,0.1889285714285714,0.0178571428571428,0.2857142857142857,0.8785714285714286,0.7589285714285714,0.7589285714285714,0.7321428571428572,0.5357142857142857,0.7321428571428572,0.5357142857142857,0.9464285714285714,0.4553571428571428,0.6964285714285714,0.2678571428571428,0.7767857142857144,0.3125,0.7410714285714286,0.6160714285714286,0.7410714285714286,0.6875,0.5178571428571428,0.3210714285714285,0.2848928571428571,0.2516785714285714,0.1940714285714286,0.07317073170731707,0.06097560975609756,0.3048780487804878,0.13157894736842105,0.5853658536585366
"Cadence Design Systems, Inc.",0.0,0.0265416666666666,0.496208329740631,9.276836665770302,1.0,0.2053571428571428,0.3692857142857143,0.1176071428571428,0.1626428571428571,0.625,0.7321428571428572,0.9985714285714286,0.9464285714285714,0.9732142857142856,0.9821428571428572,0.6428571428571429,0.75,0.7142857142857143,0.9821428571428572,0.3125,0.7232142857142857,0.3125,0.9553571428571428,0.75,0.9821428571428572,0.7857142857142856,0.875,0.6964285714285714,0.2767857142857143,0.4217857142857142,0.1767857142857143,0.1843214285714285,0.1191071428571428,0.4634146341463415,0.10975609756097561,0.9634146341463414,0.9210526315789473,0.524390243902439
Shopify Inc.,0.0,0.0142513888888888,0.4544964243966878,14.49451708881682,1.0,0.2053571428571428,0.4434285714285714,0.1179285714285714,0.1695714285714285,0.25,0.5267857142857143,0.9926428571428572,0.7678571428571428,0.8035714285714286,0.7767857142857144,0.375,0.7232142857142857,0.7053571428571428,0.9910714285714286,0.4107142857142857,0.7321428571428572,0.625,0.9464285714285714,0.6964285714285714,0.8035714285714286,0.75,0.7589285714285714,0.5446428571428572,0.2857142857142857,0.3824642857142856,0.1964999999999999,0.1711785714285714,0.1536071428571428,0.5609756097560976,0.07317073170731707,0.6707317073170732,0.4144736842105263,0.5
ARM Holdings plc,0.0,0.0132638888888888,0.2964685184533109,6.626531869362183,1.0,0.1964285714285714,0.19875,0.1171071428571428,0.2539285714285714,0.4464285714285714,0.5267857142857143,0.9982142857142858,0.7767857142857144,0.9464285714285714,0.9464285714285714,0.4821428571428571,0.7232142857142857,0.75,0.9642857142857144,0.75,0.75,0.7410714285714286,0.7589285714285714,0.7142857142857143,0.9553571428571428,0.7053571428571428,0.75,0.6071428571428572,0.2678571428571428,0.2849285714285714,0.2387142857142857,0.2189285714285714,0.1762142857142857,0.8536585365853658,0.04878048780487805,0.7682926829268293,0.5131578947368421,0.3902439024390244
DATADOG INC,0.0,0.0355972222222222,0.8142175288070742,18.623649342021977,1.0,0.125,0.3334642857142857,0.1408928571428571,0.2259285714285714,0.2767857142857143,0.4910714285714286,0.9856428571428572,0.7589285714285714,0.8035714285714286,0.8035714285714286,0.5357142857142857,0.7321428571428572,0.75,1.0,0.5,0.7410714285714286,0.7142857142857143,0.7678571428571428,0.6875,0.7589285714285714,0.7321428571428572,0.7589285714285714,0.5535714285714286,0.7053571428571428,0.4657142857142857,0.2167142857142857,0.1549285714285714,0.1311428571428571,0.6585365853658537,0.08536585365853659,0.6341463414634146,0.3684210526315789,0.5609756097560976
CLOUDFLARE INC,0.0,0.0387708333333333,0.8878185730837229,20.330277967864617,1.0,0.0535714285714286,0.2907142857142857,0.1392857142857143,0.3505357142857143,0.2232142857142857,0.3035714285714286,0.93875,0.8035714285714286,0.9642857142857144,0.7589285714285714,0.4464285714285714,0.7410714285714286,0.7410714285714286,0.9910714285714286,0.375,0.7589285714285714,0.7321428571428572,0.7767857142857144,0.625,0.7767857142857144,0.75,0.7321428571428572,0.7142857142857143,0.2410714285714286,0.3757142857142856,0.2177142857142857,0.175,0.1485,0.7560975609756098,0.036585365853658534,0.6219512195121951,0.2236842105263158,0.7439024390243902
PALANTIR TECHNOLOGIES INC,0.0,0.0175416666666666,0.390542284001573,8.694913573007051,1.0,0.0357142857142857,0.3023214285714286,0.14525,0.3124642857142857,0.2053571428571428,0.4553571428571428,0.9908571428571429,0.75,0.9732142857142856,0.7232142857142857,0.5714285714285714,0.6964285714285714,0.5446428571428572,0.7946428571428572,0.3035714285714286,0.7142857142857143,0.2589285714285714,0.7767857142857144,0.7232142857142857,0.7321428571428572,0.5178571428571428,0.75,0.6160714285714286,0.2053571428571428,0.4085357142857143,0.2179285714285714,0.3227142857142857,0.1517857142857143,0.23780487804878048,0.012195121951219513,0.5121951219512195,0.06578947368421052,0.7317073170731707
TESLA INC,0.0,0.0093055555555555,0.1976654764707846,4.198743466218518,1.0,0.0357142857142857,0.1678571428571428,0.0832857142857143,0.2033571428571428,0.2142857142857143,0.4464285714285714,0.9728571428571429,0.7321428571428572,0.8035714285714286,0.7410714285714286,0.4464285714285714,0.7321428571428572,0.4464285714285714,0.9821428571428572,0.2410714285714286,0.6875,0.5,0.9910714285714286,0.5178571428571428,0.5535714285714286,0.6875,0.6964285714285714,0.7232142857142857,0.125,0.4853928571428572,0.2362857142857142,0.3685714285714286,0.1965714285714286,0.15853658536585366,0.024390243902439025,0.2073170731707317,0.17105263157894737,0.6463414634146342
COINBASE GLOBAL INC,0.0,-0.0004930555555555,-0.0092612419269524,-0.1739572773556922,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIPATH INC - CLASS A,0.0,-0.0014847222222222,-0.0350071706317037,-0.8254082664722165,0.0,,,,,,,,,,,0.4821428571428571,,,,,,,,,,,,,,,,,,,,,,
GENIUS SPORTS LTD,0.0,-0.0027069444444444,-0.0457407292233208,-0.7729062612182844,0.0,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,
Hims & Hers Health Inc,0.0,-0.0029166666666666,-0.0456290036297004,-0.7138306190534459,0.0,,,,,,,,,,,0.5892857142857143,,,,,,,,,,,,,,,,,,,,,,
NXP SEMICONDUCTORS NV,0.0,-0.0031625,-0.0808303625171272,-2.06594387498821,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
