Asset,w,Alpha,t-value,iKelly-weight,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,hard-sell,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
MARVELL TECHNOLOGY INC,0.012628305947584871,0.0154604166666666,0.4103800671937614,10.893095780080712,0.2142857142857143,0.2364285714285714,0.1725714285714286,0.2437499999999999,0.2857142857142857,0.5089285714285714,0.9382142857142858,0.7589285714285714,0.9642857142857144,0.7410714285714286,0.4285714285714286,0.75,0.7232142857142857,0.7678571428571428,0.7053571428571428,0.75,0.7232142857142857,0.875,0.2946428571428572,0.6160714285714286,0.6964285714285714,0.0,0.5463917525773195,0.26804123711340205,0.5670103092783505,0.9072164948453608,0.7938144329896907
UIPATH INC - CLASS A,0.012365682259893323,0.0048145833333333,0.115189359107257,2.7559162512935957,0.2767857142857143,0.1707142857142857,0.1028214285714285,0.1501428571428571,0.2410714285714286,0.5,0.96,0.7142857142857143,0.7767857142857144,0.7410714285714286,0.4821428571428571,0.5267857142857143,0.7321428571428572,0.8035714285714286,0.7142857142857143,0.625,0.5357142857142857,0.7321428571428572,0.4732142857142857,0.7142857142857143,0.5446428571428572,0.0,0.29896907216494845,0.5051546391752577,0.36082474226804123,0.5773195876288659,0.08247422680412371
Atlassian Corporation Plc,0.012352054122289508,0.01978125,0.4192515194881946,8.885780048943321,0.1964285714285714,0.1611428571428571,0.1316071428571428,0.1908928571428571,0.4642857142857143,0.4642857142857143,0.9617857142857142,0.75,0.7589285714285714,0.7589285714285714,0.5178571428571429,0.5357142857142857,0.75,0.9910714285714286,0.7410714285714286,0.75,0.75,0.7589285714285714,0.5,0.7678571428571428,0.75,0.0,0.8041237113402062,0.24742268041237114,0.6701030927835051,0.6701030927835051,0.30927835051546393
BLOCK INC,0.012338376253017948,0.0098125,0.3531240210591774,12.707931133656295,0.3035714285714286,0.2166071428571428,0.0918571428571428,0.0983928571428571,0.2142857142857143,0.4464285714285714,0.9357142857142857,0.5357142857142857,0.7232142857142857,0.7321428571428572,0.3571428571428571,0.7321428571428572,0.4732142857142857,0.7678571428571428,0.3035714285714286,0.6875,0.5089285714285714,0.7142857142857143,0.3035714285714286,0.7053571428571428,0.6964285714285714,0.0,0.12371134020618557,0.6185567010309279,0.21649484536082475,0.21649484536082475,0.041237113402061855
"Bill.com Holdings, Inc.",0.012292519272935546,0.0107708333333333,0.2805792104470929,7.309062437302657,0.2589285714285714,0.2125,0.11825,0.1511428571428571,0.2321428571428571,0.4732142857142857,0.9246428571428572,0.7410714285714286,0.625,0.75,0.4821428571428571,0.5,0.6875,0.75,0.7410714285714286,0.6785714285714286,0.5267857142857143,0.7232142857142857,0.2767857142857143,0.7321428571428572,0.6964285714285714,0.0,0.21649484536082475,0.4020618556701031,0.29896907216494845,0.39690721649484534,0.1958762886597938
Hims & Hers Health Inc,0.012189493752635621,0.0184166666666666,0.4802061582359595,12.521155895442863,0.2589285714285714,0.22375,0.1445714285714285,0.2470357142857143,0.2142857142857143,0.4553571428571428,0.98425,0.4910714285714286,0.7232142857142857,0.7142857142857143,0.5892857142857143,0.5267857142857143,0.4642857142857143,0.7321428571428572,0.25,0.6160714285714286,0.2589285714285714,0.7410714285714286,0.3214285714285714,0.75,0.5267857142857143,0.0,0.041237113402061855,0.30927835051546393,0.2268041237113402,0.12371134020618557,0.6907216494845361
Toast Inc.,0.012070441512128908,-0.0043541666666666,-0.1024454119016313,-2.410349263853374,0.125,0.2546428571428571,0.1537857142857142,0.2787142857142857,0.2321428571428571,0.4910714285714286,0.9776785714285715,0.7678571428571428,0.7232142857142857,0.75,0.5535714285714286,0.7232142857142857,0.7321428571428572,0.7857142857142856,0.25,0.6607142857142857,0.6964285714285714,0.75,0.3035714285714286,0.7142857142857143,0.7232142857142857,0.0,0.3402061855670103,0.12371134020618557,0.44329896907216493,0.33505154639175255,0.8247422680412371
Sea Limited,0.011577085960648839,0.0086249999999999,0.2445075551966141,6.9314718316783,0.2767857142857143,0.2748214285714285,0.13125,0.2529285714285714,0.2678571428571428,0.4732142857142857,0.9744642857142858,0.5267857142857143,0.625,0.5267857142857143,0.7321428571428571,0.7321428571428572,0.5357142857142857,0.7410714285714286,0.4910714285714286,0.5267857142857143,0.5,0.7321428571428572,0.5178571428571428,0.7410714285714286,0.6160714285714286,0.0,0.20618556701030927,0.4845360824742268,0.16494845360824742,0.4639175257731959,0.6804123711340206
ROBLOX CORP -CLASS A,0.011560265360538254,0.01108125,0.2096324606250504,3.965777195507125,0.2321428571428571,0.2544642857142857,0.13375,0.1947142857142857,0.0535714285714286,0.4642857142857143,0.8692142857142858,0.7321428571428572,0.7053571428571428,0.7321428571428572,0.5357142857142857,0.7321428571428572,0.5357142857142857,0.875,0.25,0.6964285714285714,0.2410714285714286,0.7410714285714286,0.2678571428571428,0.7321428571428572,0.5267857142857143,0.0,0.061855670103092786,0.23711340206185566,0.27835051546391754,0.24742268041237114,0.4948453608247423
Celsius Holdings Inc.,0.011204787594206088,-0.005,-0.0647948903716394,-0.8396755636545538,0.2232142857142857,0.26875,0.1507142857142857,0.3085714285714286,0.2857142857142857,0.4553571428571428,0.8462142857142857,0.625,0.0535714285714286,0.75,0.4821428571428571,0.7321428571428572,0.0446428571428571,0.7767857142857144,0.5446428571428572,0.5089285714285714,0.2946428571428572,0.6964285714285714,0.2321428571428571,0.7053571428571428,0.7410714285714286,0.0,0.010309278350515464,0.28865979381443296,0.18556701030927836,0.6391752577319587,0.845360824742268
Global X Robotics & Artificial Intelligence ETF,0.011152648081699017,0.0084375,0.364241170440974,15.72404506598052,0.2767857142857143,0.1696428571428571,0.1272857142857142,0.1475,0.125,0.5,0.9982142857142858,0.5,0.7767857142857144,0.5446428571428572,0.4285714285714286,0.7232142857142857,0.7142857142857143,0.7767857142857144,0.4821428571428572,0.7053571428571428,0.4821428571428572,0.7321428571428572,0.5178571428571428,0.7321428571428572,0.7321428571428572,0.0,0.28865979381443296,0.5154639175257731,0.25773195876288657,0.08247422680412371,0.14432989690721648
TESLA INC,0.011114364164007932,0.0236249999999999,0.5253084868146304,11.68038121987203,0.0803571428571428,0.1726785714285714,0.0992142857142857,0.2097142857142857,0.125,0.4464285714285714,0.9818571428571429,0.7321428571428572,0.9642857142857144,0.7321428571428572,0.4464285714285714,0.4821428571428572,0.4732142857142857,0.9821428571428572,0.5357142857142857,0.7410714285714286,0.5089285714285714,0.9821428571428572,0.7053571428571428,0.5089285714285714,0.5535714285714286,0.0,0.30927835051546393,0.16494845360824742,0.4948453608247423,0.09278350515463918,0.17525773195876287
Agilysys Inc.,0.011058749627748386,-0.0030395833333333,-0.0663402593819699,-1.4479056937191133,0.0714285714285714,0.1721428571428571,0.0966071428571428,0.1489285714285714,0.5267857142857143,0.5089285714285714,0.9757142857142858,0.7232142857142857,0.7589285714285714,0.75,0.5,0.7410714285714286,0.7053571428571428,0.7410714285714286,0.375,0.75,0.4553571428571428,0.625,0.5267857142857143,0.7232142857142857,0.7232142857142857,0.0,0.422680412371134,0.1134020618556701,0.32989690721649484,0.9896907216494846,0.061855670103092786
NUTANIX INC A,0.01064667656472153,-0.0013958333333333,-0.0353781663413409,-0.8966791548720662,0.0714285714285714,0.1573214285714285,0.1301785714285714,0.2205,0.2589285714285714,0.4910714285714286,0.9433928571428571,0.7142857142857143,0.7232142857142857,0.7321428571428572,0.6428571428571429,0.75,0.75,0.7678571428571428,0.4642857142857143,0.7321428571428572,0.7053571428571428,0.75,0.2678571428571428,0.75,0.7142857142857143,0.0,0.5360824742268041,0.14432989690721648,0.30927835051546393,0.5876288659793815,0.3402061855670103
Magnite Inc.,0.009030672113774986,-0.0053541666666666,-0.1508429525362432,-4.249698925419701,0.2946428571428572,0.1680357142857143,0.0994642857142857,0.2382142857142856,0.2321428571428571,0.4553571428571428,0.7788571428571429,0.5357142857142857,0.5357142857142857,0.5267857142857143,0.5892857142857143,0.7053571428571428,0.6517857142857143,0.7053571428571428,0.2678571428571428,0.5089285714285714,0.5,0.7410714285714286,0.4732142857142857,0.625,0.5178571428571428,0.0,0.18041237113402062,0.5257731958762887,0.09278350515463918,0.36082474226804123,0.18556701030927836
StoneCo Ltd.,0.0,-0.0003749999999999,-0.0069779953156299,-0.1298464496665431,0.7053571428571428,0.1773214285714285,0.1572499999999999,0.2627857142857143,0.25,0.4553571428571428,0.6748214285714287,0.5446428571428572,0.3392857142857143,0.625,0.5178571428571429,0.7142857142857143,0.6964285714285714,0.75,0.7410714285714286,0.6875,0.5,0.7232142857142857,0.2767857142857143,0.7410714285714286,0.5178571428571428,1.0,0.1958762886597938,0.9175257731958762,0.17525773195876287,0.5670103092783505,0.7216494845360825
Progyny Inc.,0.0,0.0262625,0.4603267068131165,8.068564569458692,0.6875,0.2578571428571428,0.1365357142857143,0.1882857142857142,0.4732142857142857,0.5089285714285714,0.9956428571428572,0.75,0.2767857142857143,0.75,0.5178571428571429,0.7410714285714286,0.7232142857142857,0.7678571428571428,0.5535714285714286,0.7142857142857143,0.75,0.5446428571428572,0.5089285714285714,0.6964285714285714,0.7589285714285714,0.0,0.5876288659793815,0.9278350515463918,0.24742268041237114,0.6237113402061856,0.5773195876288659
FPT Corporation,0.0,0.0230625,0.4900080594065903,10.411182581394582,0.6875,0.5390357142857143,0.17,0.2036785714285714,0.7053571428571428,0.5446428571428572,0.9904642857142858,0.7232142857142857,0.9375,0.75,0.6785714285714286,0.75,0.75,0.7589285714285714,0.3125,0.75,0.7053571428571428,0.75,0.6875,0.7410714285714286,0.75,0.0,0.7835051546391752,0.9072164948453608,0.5876288659793815,0.979381443298969,0.9587628865979382
VanEck Solana ETN,0.0,0.0323354166666666,0.5133976447906624,8.151345145594203,0.625,0.44375,0.1676428571428571,0.33625,0.0,0.3839285714285714,0.9986071428571429,0.5178571428571428,0.2857142857142857,0.3125,0.4107142857142857,0.75,0.5178571428571428,0.7142857142857143,0.5267857142857143,0.5535714285714286,0.3839285714285714,0.5089285714285714,0.6071428571428572,0.7589285714285714,0.7142857142857143,1.0,0.16494845360824742,0.865979381443299,0.12371134020618557,0.020618556701030927,0.9896907216494846
iShares Ethereum Trust ETF,0.0,0.0266666666666666,0.3628068497917933,4.936080384594181,0.5892857142857143,0.3718571428571428,0.1286428571428571,0.1376785714285714,0.0,0.2589285714285714,0.9865000000000002,0.7053571428571428,0.2142857142857143,0.4642857142857143,0.3214285714285714,0.9642857142857144,0.75,0.7678571428571428,0.3035714285714286,0.7589285714285714,0.4910714285714286,0.7321428571428572,0.7053571428571428,0.6339285714285714,0.7142857142857143,1.0,0.6597938144329897,0.845360824742268,0.10309278350515463,0.041237113402061855,0.38144329896907214
MediaTek Inc.,0.0,-0.0044833333333333,-0.1410473526022757,-4.437402753035845,0.5535714285714286,0.5720357142857143,0.1331785714285714,0.1266071428571428,0.3928571428571428,0.5089285714285714,0.9894285714285715,0.7142857142857143,0.8035714285714286,0.75,0.6428571428571429,0.7321428571428572,0.7053571428571428,0.7767857142857144,0.4910714285714286,0.7142857142857143,0.6964285714285714,0.75,0.7321428571428572,0.7321428571428572,0.75,0.0,0.5567010309278351,0.8556701030927835,0.5257731958762887,0.711340206185567,0.5154639175257731
Arcellx Inc.,0.0,0.0198125,0.3811696406197754,7.333264097423784,0.5446428571428572,0.1991071428571428,0.16625,0.0564642857142857,0.0178571428571428,0.4732142857142857,0.75,0.5,0.2589285714285714,0.4642857142857143,0.4464285714285714,0.75,0.625,0.75,0.6964285714285714,0.7410714285714286,0.7142857142857143,0.5357142857142857,0.2767857142857143,0.2589285714285714,0.6964285714285714,1.0,0.4020618556701031,0.8144329896907216,0.061855670103092786,0.27835051546391754,0.31958762886597936
VanEck Crypto Leaders ETN,0.0,0.0038125,0.0594571786420997,0.9272540569386388,0.5089285714285714,0.1717857142857143,0.0964285714285714,0.1367857142857143,0.0,0.2589285714285714,0.9918571428571429,0.2946428571428572,0.0535714285714286,0.4821428571428572,0.4285714285714286,0.6160714285714286,0.5,0.6160714285714286,0.2410714285714286,0.7321428571428572,0.2410714285714286,0.4285714285714286,0.5178571428571428,0.5714285714285714,0.5,1.0,0.18041237113402062,0.6907216494845361,0.05154639175257732,0.030927835051546393,0.030927835051546393
Immunovant Inc.,0.0,-0.0001874999999999,-0.0020504324449649,-0.0224227904606132,0.4910714285714286,0.15,0.1378928571428571,0.0089285714285714,0.1964285714285714,0.2589285714285714,0.8357142857142856,0.5,0.1964285714285714,0.2678571428571428,0.4642857142857143,0.5178571428571428,0.4821428571428572,0.7232142857142857,0.7232142857142857,0.4910714285714286,0.4464285714285714,0.5,0.4910714285714286,0.0357142857142857,0.5267857142857143,1.0,0.07216494845360824,0.7319587628865979,0.010309278350515464,0.17525773195876287,0.10309278350515463
iShares Bitcoin Trust ETF,0.0,-0.0011875,-0.0221278122215283,-0.4123284831252377,0.4732142857142857,0.4601785714285714,0.1407142857142857,0.2198214285714285,0.0,0.25,0.9968214285714286,0.6964285714285714,0.0,0.2946428571428572,0.5,0.75,0.7321428571428572,0.9553571428571428,0.3035714285714286,0.7589285714285714,0.2053571428571428,0.7678571428571428,0.7678571428571428,0.7678571428571428,0.6964285714285714,1.0,0.6082474226804123,0.711340206185567,0.20618556701030927,0.010309278350515464,0.8144329896907216
Lam Research Corporation,0.0,0.0078125,0.1589925534561501,3.235664902976867,0.375,0.5928571428571429,0.0905,0.1649642857142857,0.2857142857142857,0.5089285714285714,0.9942857142857143,0.7857142857142856,1.0,0.75,0.5178571428571429,0.75,0.7142857142857143,0.9642857142857144,0.4732142857142857,0.75,0.625,0.7589285714285714,0.75,0.7410714285714286,0.7678571428571428,0.0,0.711340206185567,0.7422680412371134,0.7216494845360825,0.5360824742268041,0.422680412371134
CRISPR Therapeutics AG,0.0,0.0258958333333333,0.5253223077154355,10.65667682639308,0.3214285714285714,0.1598214285714286,0.105,0.3183214285714285,0.0267857142857143,0.2767857142857143,0.8931785714285715,0.5357142857142857,0.7410714285714286,0.4553571428571428,0.6964285714285714,0.6964285714285714,0.6785714285714286,0.7946428571428572,0.3035714285714286,0.7232142857142857,0.7321428571428572,0.75,0.2678571428571428,0.1964285714285714,0.5267857142857143,1.0,0.38144329896907214,0.6288659793814433,0.13402061855670103,0.14432989690721648,0.35051546391752575
"Marathon Digital Holdings, Inc.",0.0,0.0146791666666666,0.1903184233020359,2.467517609867018,0.2946428571428572,0.1371428571428571,0.1053571428571428,0.0951785714285714,0.0,0.2767857142857143,0.7801785714285715,0.4553571428571428,0.2857142857142857,0.2589285714285714,0.2857142857142857,0.5089285714285714,0.4910714285714286,0.7321428571428572,0.7321428571428572,0.7053571428571428,0.5,0.7589285714285714,0.2142857142857143,0.4464285714285714,0.4642857142857143,1.0,0.08247422680412371,0.5979381443298969,0.041237113402061855,0.13402061855670103,0.010309278350515464
Insmed Incorporated,0.0,-0.0016041666666666,-0.0267001973694914,-0.4444055311603921,0.2946428571428572,0.1821428571428571,0.14325,0.5620714285714286,0.1875,0.2946428571428572,0.6303571428571428,0.6964285714285714,0.6696428571428572,0.625,0.5178571428571429,0.7410714285714286,0.7232142857142857,0.7410714285714286,0.3928571428571428,0.5803571428571428,0.5446428571428572,0.7410714285714286,0.5089285714285714,0.25,0.5357142857142857,1.0,0.35051546391752575,0.5773195876288659,0.1134020618556701,0.25773195876288657,0.7010309278350515
Next Generation Internet Innovation Index,0.0,0.0,,,0.2767857142857143,0.2551785714285714,0.1028571428571428,0.1710714285714285,0.0446428571428571,0.375,0.9605357142857143,0.4821428571428572,0.7589285714285714,0.7410714285714286,0.3214285714285714,0.7053571428571428,0.7053571428571428,0.75,0.5178571428571428,0.7232142857142857,0.5535714285714286,0.4910714285714286,0.5,0.875,0.7410714285714286,0.0,0.4329896907216495,0.5567010309278351,0.35051546391752575,0.1134020618556701,0.27835051546391754
RUBRIK INC-A,0.0,0.0249375,0.5626738568071229,12.695814301120908,0.2589285714285714,0.2541071428571428,0.1385714285714285,0.1976785714285714,0.2232142857142857,0.375,0.7160714285714286,0.7321428571428572,0.7946428571428572,0.7410714285714286,0.5535714285714286,0.625,0.7142857142857143,0.7857142857142856,0.4910714285714286,0.6696428571428572,0.7142857142857143,0.7321428571428572,0.4553571428571428,0.7053571428571428,0.7321428571428572,1.0,0.3917525773195876,0.41237113402061853,0.422680412371134,0.26804123711340205,0.5979381443298969
UNITY SOFTWARE INC,0.0,0.0001291666666666,0.0019544356050823,0.0295727886535257,0.2589285714285714,0.1298214285714286,0.0782142857142857,0.1992142857142857,0.2142857142857143,0.2678571428571428,0.7530357142857143,0.6964285714285714,0.7410714285714286,0.5267857142857143,0.5,0.5,0.5089285714285714,0.7410714285714286,0.2857142857142857,0.5,0.5357142857142857,0.7321428571428572,0.2589285714285714,0.2946428571428572,0.5,1.0,0.09278350515463918,0.31958762886597936,0.14432989690721648,0.23711340206185566,0.09278350515463918
GENIUS SPORTS LTD,0.0,0.0015229166666666,0.0296024018334382,0.5754104695868786,0.2410714285714286,0.2117857142857143,0.1454285714285714,0.2379642857142857,0.2321428571428571,0.4821428571428572,0.9389285714285716,0.7232142857142857,0.7857142857142856,0.7053571428571428,0.5714285714285714,0.7142857142857143,0.5267857142857143,0.7678571428571428,0.5357142857142857,0.5357142857142857,0.4553571428571428,0.5,0.4642857142857143,0.7321428571428572,0.7232142857142857,0.0,0.1134020618556701,0.35051546391752575,0.3402061855670103,0.4329896907216495,0.6288659793814433
DRAFTKINGS INC,0.0,0.00781875,0.2053887394208425,5.395304144637279,0.2142857142857143,0.1826785714285714,0.1611071428571428,0.48275,0.0357142857142857,0.4732142857142857,0.7530357142857143,0.5089285714285714,0.7857142857142856,0.5089285714285714,0.5178571428571429,0.7589285714285714,0.5,0.7857142857142856,0.4642857142857143,0.5446428571428572,0.2589285714285714,0.7589285714285714,0.2857142857142857,0.7142857142857143,0.5267857142857143,1.0,0.030927835051546393,0.20618556701030927,0.26804123711340205,0.28865979381443296,0.7731958762886598
"Confluent, Inc.",0.0,0.03940625,0.9185284412649624,21.410169640923492,0.1517857142857143,0.2594642857142857,0.1433928571428571,0.1607142857142857,0.2321428571428571,0.4553571428571428,0.7571428571428572,0.75,0.7946428571428572,0.75,0.5357142857142857,0.7321428571428572,0.7410714285714286,0.7767857142857144,0.2589285714285714,0.7410714285714286,0.5,0.7321428571428572,0.4553571428571428,0.5535714285714286,0.6160714285714286,1.0,0.41237113402061853,0.15463917525773196,0.4845360824742268,0.39690721649484534,0.5257731958762887
NIO Inc.,0.0,-0.0011041666666666,-0.0201940311672955,-0.3693273009379965,0.1517857142857143,0.0550714285714285,0.0536071428571428,0.1680714285714285,0.0089285714285713,0.125,0.5475,0.4732142857142857,0.3035714285714286,0.2946428571428572,0.3571428571428571,0.5,0.5089285714285714,0.7053571428571428,0.2678571428571428,0.4821428571428572,0.7053571428571428,0.7232142857142857,0.25,0.25,0.2857142857142857,1.0,0.13402061855670103,0.09278350515463918,0.030927835051546393,0.15463917525773196,0.05154639175257732
MICROSTRATEGY INC,0.0,0.0271041666666666,0.1861063810188813,1.277869394838864,0.1428571428571428,0.1076785714285714,0.14375,0.2823928571428571,0.0,0.2232142857142857,0.75625,0.375,0.3035714285714286,0.2857142857142857,0.3214285714285714,0.75,0.4732142857142857,0.7232142857142857,0.2589285714285714,0.7053571428571428,0.25,0.7321428571428572,0.2410714285714286,0.25,0.3035714285714286,1.0,0.020618556701030927,0.10309278350515463,0.020618556701030927,0.10309278350515463,0.5670103092783505
CLOUDFLARE INC,0.0,0.0413645833333333,0.9286330829292012,20.84777201214226,0.0535714285714286,0.2103571428571428,0.1263928571428571,0.2482142857142857,0.2232142857142857,0.5089285714285714,0.9817857142857143,0.7857142857142856,0.9553571428571428,0.7589285714285714,0.4464285714285714,0.7410714285714286,0.75,0.9910714285714286,0.2767857142857143,0.7142857142857143,0.7410714285714286,0.7321428571428572,0.7321428571428572,0.75,0.6964285714285714,1.0,0.7938144329896907,0.05154639175257732,0.7319587628865979,0.4948453608247423,0.4845360824742268
Enovix Corporation,0.0,0.0330833333333333,0.468513719936185,6.634915035821926,0.0535714285714286,0.1251785714285714,0.2046428571428571,0.4791785714285714,0.0357142857142857,0.2767857142857143,0.6026785714285714,0.5,0.3303571428571428,0.4910714285714286,0.6785714285714286,0.625,0.5446428571428572,0.7589285714285714,0.2410714285714286,0.5357142857142857,0.5089285714285714,0.625,0.25,0.2678571428571428,0.5357142857142857,1.0,0.10309278350515463,0.010309278350515464,0.07216494845360824,0.20618556701030927,0.7525773195876289
GITLAB INC,0.0,0.0321666666666666,0.7183266649091564,16.04123930112471,0.0535714285714286,0.3344642857142857,0.1320714285714285,0.1436428571428571,0.25,0.4642857142857143,0.985,0.7589285714285714,0.7857142857142856,0.75,0.6071428571428571,0.75,0.7410714285714286,0.75,0.5089285714285714,0.75,0.625,0.75,0.2410714285714286,0.7321428571428572,0.7232142857142857,1.0,0.4742268041237113,0.13402061855670103,0.5515463917525774,0.2268041237113402,0.4020618556701031
SNOWFLAKE INC,0.0,0.03040625,0.5368742506440315,9.47943139994542,0.0446428571428571,0.1075357142857142,0.0932857142857142,0.1887142857142857,0.2053571428571428,0.4553571428571428,0.9430357142857143,0.7142857142857143,0.875,0.75,0.7142857142857143,0.7321428571428572,0.5178571428571428,0.9821428571428572,0.4642857142857143,0.7053571428571428,0.5267857142857143,0.7767857142857144,0.2589285714285714,0.7053571428571428,0.6875,1.0,0.15463917525773196,0.061855670103092786,0.5773195876288659,0.1958762886597938,0.07216494845360824
PALANTIR TECHNOLOGIES INC,0.0,0.014875,0.3330916140313366,7.458825098353004,0.0357142857142857,0.1738928571428571,0.0526785714285714,0.3051071428571428,0.2321428571428571,0.2946428571428572,0.9904285714285715,0.7321428571428572,0.7678571428571428,0.7142857142857143,0.5714285714285714,0.7321428571428572,0.5178571428571428,0.7678571428571428,0.2232142857142857,0.7142857142857143,0.2678571428571428,0.7589285714285714,0.7142857142857143,0.7410714285714286,0.7142857142857143,1.0,0.25773195876288657,0.020618556701030927,0.38144329896907214,0.07216494845360824,0.23711340206185566
DATADOG INC,0.0,0.0449583333333333,1.0083720503944569,22.61681242669259,0.0267857142857143,0.2678571428571428,0.1160714285714285,0.24,0.2589285714285714,0.5,0.9928928571428572,0.7857142857142856,0.8035714285714286,0.7589285714285714,0.5357142857142857,0.7678571428571428,0.75,0.9821428571428572,0.2678571428571428,0.7142857142857143,0.6964285714285714,0.7946428571428572,0.7232142857142857,0.75,0.7321428571428572,1.0,0.6752577319587629,0.041237113402061855,0.711340206185567,0.29896907216494845,0.5051546391752577
WiseTech Global Limited,0.0,0.0243749999999999,0.5183718059265444,11.023972479160904,0.0267857142857143,0.3514285714285713,0.1526071428571428,0.2258928571428571,0.5357142857142857,0.5446428571428572,0.9885357142857143,0.8035714285714286,0.7946428571428572,0.7857142857142856,0.6964285714285714,0.7589285714285714,0.5982142857142857,0.9910714285714286,0.4642857142857143,0.7321428571428572,0.5,0.75,0.6964285714285714,0.9464285714285714,0.75,1.0,0.36597938144329895,0.08247422680412371,0.8350515463917526,0.9690721649484536,0.8041237113402062
ARM Holdings plc,0.0,0.0012916666666666,0.0356036657983052,0.9813840141502508,0.0267857142857143,0.2130357142857143,0.1344285714285714,0.25975,0.4464285714285714,0.5089285714285714,0.9982142857142858,0.7767857142857144,0.9910714285714286,0.7767857142857144,0.4821428571428571,0.75,0.7410714285714286,0.9464285714285714,0.2767857142857143,0.75,0.7142857142857143,0.7321428571428572,0.3839285714285714,0.9464285714285714,0.7321428571428572,1.0,0.6185567010309279,0.030927835051546393,0.8762886597938144,0.4536082474226804,0.6082474226804123
CROWDSTRIKE HOLDINGS INC,0.0,0.0700979166666666,0.8770111875025713,10.972489049313216,0.0178571428571428,0.3153571428571428,0.16,0.3336428571428571,0.2589285714285714,0.4910714285714286,0.9789285714285715,0.9642857142857144,1.0,0.7678571428571428,0.75,1.1071428571428572,0.7053571428571428,0.9910714285714286,0.4642857142857143,0.7678571428571428,0.4821428571428572,0.875,0.4642857142857143,0.7589285714285714,0.75,1.0,0.44329896907216493,0.07216494845360824,0.9278350515463918,0.520618556701031,0.9278350515463918
Xero Limited,0.0,-0.0063958333333333,-0.1583251323139616,-3.919246518134222,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Rocket Pharmaceuticals Inc.,0.0,-0.0064166666666666,-0.1013325008301026,-1.6002507622570536,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
COINBASE GLOBAL INC,0.0,-0.00690625,-0.1246406836048113,-2.2494552049918113,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
First Trust Cloud Computing ETF,0.0,-0.0069666666666666,-0.2659205074946598,-10.150294206634078,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Silicon Laboratories Inc.,0.0,-0.0074583333333333,-0.2570249165376112,-8.857449079932872,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Kura Oncology Inc.,0.0,-0.00766875,-0.1374205590468773,-2.462514757784031,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
TRIP.COM GROUP LTD,0.0,-0.0079166666666666,-0.159115485838552,-3.1980300421438055,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"First Solar, Inc.",0.0,-0.0091833333333333,-0.1758073950271858,-3.365688582168237,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
HDFC Bank Limited,0.0,-0.0092708333333333,-0.2461487628564015,-6.5354657210682605,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
DigitalOcean Holdings Inc.,0.0,-0.009375,-0.3466548435906651,-12.818088595719306,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PAGERDUTY INC,0.0,-0.0094583333333333,-0.2815065133642879,-8.378422949764015,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ARK Innovation ETF,0.0,-0.00958125,-0.2300755214436117,-5.524826673716877,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Global X Lithium & Battery Tech ETF,0.0,-0.0096458333333333,-0.3182530791908254,-10.500391092641912,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Uber Technologies, Inc.",0.0,-0.0097083333333333,-0.2672003395395749,-7.354096630049521,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
KraneShares Electric Vehicles & Future Mobility ETF,0.0,-0.0099583333333333,-0.3791779178550067,-14.43774661645438,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Games Workshop Group plc,0.0,-0.0101687499999999,-0.1687889803225473,-2.80169341151324,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PT GoTo Gojek Tokopedia Tbk,0.0,-0.0109375,-0.2637284804026517,-6.359105040044967,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
3IQ ETHER STAKING ETF,0.0,-0.0113229166666666,-0.1983250216631165,-3.473735202297021,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FAIR ISAAC CORP,0.0,-0.0113333333333333,-0.2290806711381346,-4.630407696096897,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Keyence Corporation,0.0,-0.0115416666666666,-0.2720076758506997,-6.41052786036384,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Pinterest, Inc.",0.0,-0.0116020833333333,-0.2670509884817983,-6.146846941205006,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Grab Holdings Inc.,0.0,-0.0116041666666666,-0.2998704641067367,-7.749138548819218,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
